,Id,CreationDate,DeletionDate,Body,LastEditDate,LastActivityDate,Title,Tags,ClosedDate,CommunityOwnedDate,ContentLicense,opencv,matlab,emgucv,scikit-image,ffmpeg
426,13808204,2012-12-10 19:57:04,,"<p>I am using Emgu CV 2.4.2 and want to perform the following algorithm:</p>

<ol>
<li><strong>Get the blob</strong></li>
<li><strong>Set the ROI to speed up computation</strong></li>
<li><strong>Get the pixel position of local minima from the blob</strong></li>
<li><strong>Dividing the blob</strong></li>
<li><strong>Draw the bounding rectangle into divided blob</strong></li>
</ol>

<p>I have done step 1-2 and extracted the blob by using BGStatModel. This is the result I've got :</p>

<p><a href=""http://chardavid.files.wordpress.com/2012/12/newbox.jpg"" rel=""nofollow"">Blob Picture</a></p>

<p>I want to get the pixel position of the local minima in vertical projection. After getting it, I want to divide the blob and draw the rectangle like this :</p>

<p><a href=""http://chardavid.files.wordpress.com/2012/12/vertical-projection.jpg"" rel=""nofollow"">vertical projection Picture</a></p>

<p>I have tried to get get the pixel position of local minima by checking every pixel in the blob area but it makes my application runs very slow. Here's my code :</p>

<pre><code>Point minPix = new Point(0,0);

//copy the foreground frame
Image&lt;Gray, Byte&gt; foreFrame_copy = foreFrame.Copy();

//find the contour
Contour&lt;Point&gt; contours = foreFrame.FindContours(
    CHAIN_APPROX_METHOD.CV_CHAIN_APPROX_SIMPLE,
    RETR_TYPE.CV_RETR_EXTERNAL);

//looping every contour
while (contours != null)
{
    double PPixel = contours.Area;
    if (PPixel &gt;= 1400)
    {
        //get the contour width
        WR = contours.BoundingRectangle.Width;
        //divide the contour using estimated pixel position
        Num = Convert.ToInt32(WR / 40);

    if (Num &gt; 1)
    {
        //save the estimated pixel position for ROI in arraylist
        ArrayList XList = new ArrayList();
        for (int i = 1; i &lt;= Num; i++)
        {
            int x = i * WR / Num;
            XList.Add(x);
        }

        //get the estimated pixel position 
        foreach (int pos in Xlist)
        {
            //roiWidth= 10px
            int roiWidth = (pos-5) + (pos+5);
            //roiHeight= 20px
            int roiHeight = 20;

            int pixValue = 0;
            //STEP 2: set the ROI to speed up computation
            foreFrame_copy.ROI = new Rectangle(contours.BoundingRectangle.X, contours.BoundingRectangle.Y, roiWidth, roiHeight);
            for (int i = (pos-5); i &lt; roiWidth; i++)
            {
                for (int j = (pos-5); j &lt; (pos+5); j++)
                {
                    pixValue = foreFrame_copy.Data[i, j, 0];
                    //find the white pixel
                    if (pixValue == 255) {
                        //find the position of minimum pixel
                        if (j &lt; j-1) {
                        minPix.X = i;
                        minPix.Y = j;
                        }
                    }

                }
            }
        }

    }
    //draw the red rectangle
    estimatedFrame.Draw(contours.BoundingRectangle, new Bgr(Color.Red), 1);
    contours = contours.HNext;
}
else
{
    contours = contours.HNext;
}
}
//show frame in framebox
blobBox.Image = foreFrame_copy;
estimatedBox.Image = estimatedFrame;
</code></pre>

<p><strong>Please help me how can I do step 2-5 in fastest way using Emgu CV. I would be highly appreciate if someone elaborate these three steps and some code also.</strong></p>

<p>Thanks in advance,
David</p>
",2012-12-12 15:35:33,2012-12-12 20:38:12,Dividing the blob in Emgu CV,<c#><image-processing><blob><emgucv>,,,CC BY-SA 3.0,False,False,True,False,False
476,11878766,2012-08-09 07:37:58,,"<p>Below transformation is what I want to do. </p>

<p>For each tile in source image, I know the coordinate of each corner, and I know the coordinate of each corresponding corner in the output image, so I can call <strong>cvWarpPerspective</strong> to warp each tile and then connect the quadrangles together to get the final output image. </p>

<p>Can <strong>cvRemap</strong> do this in one transformation? If yes, how do I construct the map (mapx, and mapy) from the coordinate that I have so to pass to the cvRemap function? I've searched the EmguCV documentation but could not find a cvRemap example.</p>

<p><img src=""https://i.stack.imgur.com/iEzCE.png"" alt=""The source image""></p>

<p><img src=""https://i.stack.imgur.com/KaIpf.png"" alt=""The output image""></p>
",,2012-08-09 08:39:13,cvRemap to replace cvWarpPerspective,<image-processing><opencv><emgucv>,,,CC BY-SA 3.0,True,False,True,False,False
501,10907853,2012-06-06 03:36:15,,"<p>I'm trying to capture a video using EMGU CV in visual studio 2010, but when it executes the line </p>

<pre><code>video.WriteFrame&lt;Bgr, byte&gt;(marked);
</code></pre>

<p>i get the follwing error:</p>

<p>System.AccessViolationException was unhandled</p>

<p>Attempted to read or write protected memory. This is often an indication that other memory is corrupt.</p>

<pre><code>private void button3_Click_1(object sender, EventArgs e)
    {
        Capture camera = new Capture();
        if (camera == null)
        {
            MessageBox.Show(""can't find a camera"", ""error"");
        }
        double fps = camera.GetCaptureProperty(CAP_PROP.CV_CAP_PROP_FPS);
        double cpHeight = camera.GetCaptureProperty(CAP_PROP.CV_CAP_PROP_FRAME_HEIGHT);
        double cpWidth = camera.GetCaptureProperty(CAP_PROP.CV_CAP_PROP_FRAME_WIDTH);
        double fourcc = camera.GetCaptureProperty(CAP_PROP.CV_CAP_PROP_FOURCC);
        CvInvoke.cvNamedWindow(""camera"");
        Image&lt;Bgr, byte&gt; temp = camera.QueryFrame();
        //路径
        SaveFileDialog SaveFileDialog1 = new SaveFileDialog();
        SaveFileDialog1.FileName = DateTime.Now.ToString(""yyyyMMddhhmmss"");
        SaveFileDialog1.Filter = ""Image Files(*.avi)|*.avi|All files (*.*)|*.*"";
        if (SaveFileDialog1.ShowDialog() == DialogResult.OK)
        {
            MessageBox.Show(""START RECORD，ESC TO STOP"");
        }
        VideoWriter video = new VideoWriter(SaveFileDialog1.FileName, (int)fourcc, 15, 800, 600, true);
        while (temp != null)
        {
            CvInvoke.cvShowImage(""camera"", temp.Ptr);
            temp = camera.QueryFrame();
            int c = CvInvoke.cvWaitKey(20);
            Image&lt;Bgr, byte&gt; marked = faceDetection(temp);
            video.WriteFrame&lt;Bgr, byte&gt;(marked);
            if (c == 27) break;
        }
        video.Dispose();
        camera.Dispose();
        CvInvoke.cvDestroyWindow(""camera"");
    }
</code></pre>

<p>Does anyone know what might be causing this?</p>

<p>Thanks</p>

<p>Evan</p>
",,2013-10-25 14:33:17,"""System.AccessViolationException was unhandled"" error when writing video using emgu CV",<c#><visual-studio-2010><emgucv>,,,CC BY-SA 3.0,False,False,True,False,False
508,9928662,2012-03-29 15:33:06,,"<p>I'm trying to select a pixel color of the frames of my webcam. So I capture the frames an show then in a ImageBox without any problem. But when I try to access the image stored on ImageBox when I double click on the ImageBox I get a CvException. The exception pop when I try to get the pixel of the image.</p>

<blockquote>
  <p>OpenCV: unrecognized or unsupported array type</p>
</blockquote>

<p>This is how I capture the frames:</p>

<pre><code>// On Form Load
Application.Idle += ProcessFrame;

private void ProcessFrame(object sender, EventArgs arg)
    {
        if (cap != null)
        {
            using (Image&lt;Bgr, byte&gt; frame = cap.QueryFrame())
            {
                if (frame != null)
                {
                    imageFrame = frame;
                    imageBoxFrame.Image = imageFrame;

                    Bgr color = imageFrame[50, 100];
                }
            }
        }
    }
</code></pre>

<p>And in DoubleClick Event:</p>

<pre><code>private void imageBoxFrame_MouseDoubleClick(object sender, MouseEventArgs e)
    {
        if (treeViewObjects.SelectedNode is ColorNode &amp;&amp; !isTracking)
        {
            if (imageFrame == null)
                return;

            Emgu.CV.UI.ImageBox imageBox = (Emgu.CV.UI.ImageBox)sender;
            Image&lt;Bgr, byte&gt; image = (Image&lt;Bgr, byte&gt;)imageBox.Image;

            Bgr color = image[e.X, e.Y]; // This line causes the Exception
        }
    }
</code></pre>

<p>Apparently the image is not null.
What I doing wrong? Maybe something with thread things?</p>
",2015-01-26 20:05:45,2015-01-26 20:05:45,How can I get a EmguCV ImageBox image?,<c#><opencv><emgucv>,,,CC BY-SA 3.0,True,False,True,False,False
544,11886454,2012-08-09 15:10:13,,"<p>I'm write a simple video play with Emgu, which is a c# wrapper of opencv.</p>

<p>Now I can play a video, but I found the fps is not accurate, a little faster than normal.</p>

<p>In my code, I use <code>Thread.sleep()</code> to wait a while between 2 frames. The code is:</p>

<pre><code>int fps = getFromFile(file); // which is 30
while (true) {
    var frame = CvInvoke.cvQueryFrame(capture);
    if (frame.ToInt32() == 0) break;

    Image&lt;Bgr, byte&gt; dest = new Image&lt;Bgr, byte&gt;(Convert.ToInt32(width), Convert.ToInt32(height));
    CvInvoke.cvCopy(frame, dest, IntPtr.Zero);
    box.Image = dest;

    Thread.Sleep(1000 / Convert.ToInt32(fps));
}
</code></pre>

<p>Where is wrong, and how to fix it?</p>

<hr>

<p><strong>update</strong></p>

<p>The <code>box</code> in the code is <code>Emgu.UI.ImageBox</code>, which is thread-safety, and I can access it from other thread directly: <code>box.Image = dest</code></p>
",2012-08-09 15:19:36,2012-08-09 17:43:32,How to use c# to write a simple video player which plays the video with accurate fps?,<c#><multithreading><video><opencv><emgucv>,,,CC BY-SA 3.0,True,False,True,False,False
556,14780088,2013-02-08 19:39:42,,"<p>I am trying to perform PCA on a data set currently I have 8 sets of data and for each piece of data I have 618 pieces of information about it. Below is the code I have tried so far:</p>

<pre><code>        double[,] RawData = new double[8, 618];

        for (int i = 0; i &lt; 8; i++)//Copies Data to Emgu Matrix
        {
            for (int j = 0; j &lt; 618; j++)
            {
                double val = Convert.ToDouble(DataList[i][j]);
                RawData.SetValue(val, i, j);
            }
        }

        Matrix&lt;Double&gt; DataMatrix = new Matrix&lt;Double&gt;(RawData);
        Matrix&lt;Double&gt; Mean = new Matrix&lt;Double&gt;(1, 618);
        Matrix&lt;Double&gt; EigenValues = new Matrix&lt;Double&gt;(1, 618);
        Matrix&lt;Double&gt; EigenVectors = new Matrix&lt;Double&gt;(618, 618);

        CvInvoke.cvCalcPCA(DataMatrix, Mean, EigenValues, EigenVectors, Emgu.CV.CvEnum.PCA_TYPE.CV_PCA_DATA_AS_COL);

        Matrix&lt;Double&gt; PC1 = new Matrix&lt;Double&gt;(1, 618);
        for (int i = 0; i &lt; 618; i++)
             PC1[0, i] = EigenVectors[0, i];

        Matrix&lt;Double&gt; Results = new Matrix&lt;Double&gt;(8, 1);

        CvInvoke.cvProjectPCA(DataMatrix, Mean, PC1, Results);

        TestStatus.Items.Add(""PCA Projection Results = "");
        for (int i = 0; i &lt; 8; i++)
        {
            TestStatus.Items.Add(Convert.ToString(DataMatrix[i, 0]));
        }
</code></pre>

<p>Emgu.CV.Util.CvException: OpenCV: (evals0.cols == 1 || evals0.rows == 1) &amp;&amp; ecount0 &lt;= ecount &amp;&amp; evects0.cols == evects.cols &amp;&amp; evects0.rows == ecount0</p>

<p>at Emgu.CV.CvInvoke.CvErrorHandler(Int32 status, String funcName, String errMsg, String fileName, Int32 line, IntPtr userData)</p>

<p>at Emgu.CV.CvInvoke.cvCalcPCA(IntPtr data, IntPtr avg, IntPtr eigenvalues, IntPtr eigenvectors, PCA_TYPE flags)
   at Project_3._0.MainWindow.Capture_3D_Face_Click(Object sender, RoutedEventArgs e) in f:\Project\Project 3.0\Project 3.0\MainWindow.xaml.cs:line 516</p>

<p>Which is being caused by the line: (which is in the code above)</p>

<pre><code>        CvInvoke.cvCalcPCA(DataMatrix, Mean, EigenValues, EigenVectors, Emgu.CV.CvEnum.PCA_TYPE.CV_PCA_DATA_AS_COL);
</code></pre>

<p>How do I set up matrices correctly for the PCA to function?</p>
",2013-02-08 22:43:24,2013-03-07 10:51:17,PCA for data set using Emgu,<c#><opencv><emgucv>,,,CC BY-SA 3.0,True,False,True,False,False
578,13820556,2012-12-11 12:35:13,,"<p>In reference to: <a href=""https://stackoverflow.com/questions/13563880/c-sharp-wpf-emgu-how-to-detect-and-count-a-spirals-turns"">How to detect and count a spiral&#39;s turns</a></p>

<p>I am not able to get count even in the pixel based calculation also.</p>

<p>If I have attached image how to start with the counting the turns.</p>

<p>I tried the FindContours(); but doesn't quite get the turns segregated which it can't. Also the matchshape() I have the similarity factor but for whole coil.</p>

<p>So I tried as follows for turn count:</p>

<pre><code> public static int GetSpringTurnCount()
        {
            if (null == m_imageROIed)
                return -1;
            int imageWidth = m_imageROIed.Width;
            int imageHeight = m_imageROIed.Height;

            if ((imageWidth &lt;= 0) || (imageHeight &lt;= 0))
                return 0;

            int turnCount = 0;

            Image&lt;Gray, float&gt; imgGrayF = new Image&lt;Gray, float&gt;(imageWidth, imageHeight);

            CvInvoke.cvConvert(m_imageROIed, imgGrayF);

            imgGrayF = imgGrayF.Laplace(1); // For saving integer overflow.

            Image&lt;Gray, byte&gt; imgGray = new Image&lt;Gray, byte&gt;(imageWidth, imageHeight);
            Image&lt;Gray, byte&gt; cannyEdges = new Image&lt;Gray, byte&gt;(imageWidth, imageHeight);

            CvInvoke.cvConvert(imgGrayF, imgGray);

            cannyEdges = imgGray.Copy();

            //cannyEdges = cannyEdges.ThresholdBinary(new Gray(1), new Gray(255));// = cannyEdges &gt; 0 ? 1 : 0;
            cannyEdges = cannyEdges.Max(0);

            cannyEdges /= 255;

            Double[] sumRow = new Double[cannyEdges.Cols];
            //int sumRowIndex = 0;
            int Rows = cannyEdges.Rows;
            int Cols = cannyEdges.Cols;
            for (int X = 0; X &lt; cannyEdges.Cols; X++)
            {
                Double sumB = 0;

                for (int Y = 0; Y &lt; cannyEdges.Rows; Y ++)
                {
                    //LineSegment2D lines1 = new LineSegment2D(new System.Drawing.Point(X, 0), new System.Drawing.Point(X, Y));

                    Double pixels = cannyEdges[Y, X].Intensity;

                    sumB += pixels;


                }
                sumRow[X] = sumB;
            }

            Double avg = sumRow.Average();

List&lt;int&gt; turnCountList = new List&lt;int&gt;();

            int cnt = 0;
            foreach(int i in sumRow)
            {
                sumRow[cnt] /=  avg;
                if(sumRow[cnt]&gt;3.0)
                turnCountList.Add((int)sumRow[cnt]);
                    cnt++;
            }
            turnCount = turnCountList.Count();

 cntSmooth = cntSmooth * 0.9f + (turnCount) * 0.1f;
            return (int)cntSmooth;
    }
</code></pre>

<p><img src=""https://i.stack.imgur.com/rTFIX.jpg"" alt=""enter image description here""></p>

<p>I am next trying surf.</p>

<p>==================================================</p>

<p>Edit: Adding samples. If you like it do it.
<img src=""https://i.stack.imgur.com/PDWuj.jpg"" alt=""enter image description here"">
<img src=""https://i.stack.imgur.com/EAIkY.jpg"" alt=""enter image description here"">
<img src=""https://i.stack.imgur.com/b09vF.jpg"" alt=""enter image description here"">
<img src=""https://i.stack.imgur.com/cDPvw.jpg"" alt=""enter image description here"">
<img src=""https://i.stack.imgur.com/nWWtw.jpg"" alt=""enter image description here"">
<img src=""https://i.stack.imgur.com/bSfj4.jpg"" alt=""enter image description here""></p>

<p>==================================================</p>

<p>Edit: Tried another algo:</p>

<ol>
<li>ROI then Rotate ( biggest thin light blue rectangle )</li>
<li>GetMoments() shrink ROI height and position.Y using the moment.</li>
<li>Set the shrinked ROI and ._And() it with a blank image. ( Gray region with green rectangle )</li>
<li>cut the image into half-half.</li>
<li>contour and fit ellipse. </li>
<li>get maximum number of fitted ellipses.</li>
</ol>

<p>Later will work on better algos and results.</p>

<p><img src=""https://i.stack.imgur.com/Ec5s7.jpg"" alt=""enter image description here""></p>
",2019-01-02 10:40:26,2019-01-02 10:40:26,How to count spring coil turns?,<c#><image-processing><emgucv><image-segmentation>,,,CC BY-SA 4.0,False,False,True,False,False
591,9938573,2012-03-30 07:19:32,,"<p>I am working on a project. Which captures frame with cam and detect characters with using OCR.  When i developed this project i benefited from EMGU CV's standart &quot;OCR&quot; and &quot;Capture&quot; examples. Now, i can capture frame but i did'nt get real OCR result yet.  Do you suggest an example or method for doing this.</p>
<p>P.S. my english is not enough for reading so technical article. Because of this reason, if your suggestion contains the code, that will be good for me.</p>
<p>Thank very much for your help, already now.
Example, frame sources like below;</p>
<p><img src=""https://i.stack.imgur.com/xg2vW.jpg"" alt=""enter image description here"" />
<img src=""https://i.stack.imgur.com/XZ2Re.jpg"" alt=""enter image description here"" /></p>
",2020-06-20 09:12:55,2012-05-22 05:53:55,How can get digits from led secreen with EmguCV?,<c#><opencv><emgucv>,,,CC BY-SA 3.0,True,False,True,False,False
685,14792779,2013-02-09 23:24:19,,"<p>After some color detection and binary thresholding, I use the following code to find the contours and draw them onto the image:</p>

<pre><code> using (MemStorage stor = new MemStorage())
        {
           Contour&lt;Point&gt; contours = img.FindContours(
              Emgu.CV.CvEnum.CHAIN_APPROX_METHOD.CV_CHAIN_APPROX_SIMPLE,
              Emgu.CV.CvEnum.RETR_TYPE.CV_RETR_LIST,
              stor);

           for (; contours != null; contours = contours.HNext)
           {
              Contour&lt;Point&gt; currentContour = contours.ApproxPoly(contours.Perimeter * poly, stor);

              img.Draw(currentContour,new Bgr(255,255,255),1);

              Rectangle currentrect = currentContour.BoundingRectangle;

              img.Draw(currentrect,new Bgr(255,255,255),2);
            }
        }
</code></pre>

<p>My problem is, as I expected, that if the contour is a rectangle but is rotated in the image, the bounding rectangle does not change its orientation to fit the rotation. Is their another way to accomplish this function? Any help would be greatly appreciated.</p>
",,2014-10-21 17:22:53,Approximating a contour with rotated rectangles,<emgucv><contour>,,,CC BY-SA 3.0,False,False,True,False,False
713,10930610,2012-06-07 11:09:21,,"<p>We are building a web application (C# .NET) that uses unmanaged libraries in the form of the Emgu opencv wrapper. We are forcing the build to be in 32-bit (x86), and we are using the 32-bit version of Emgu.</p>

<p>All this works nice on local builds, but when being published to our webserver the openCV Dll(s) fail to load:</p>

<pre><code>System.DllNotFoundException
Unable to load DLL 'opencv_core240': The specified module could not be found. (Exception from HRESULT: 0x8007007E)

System.TypeInitializationException: The type initializer for 'Emgu.CV.CvInvoke' threw an exception. ---&gt; System.DllNotFoundException: Unable to load DLL 'opencv_core240': The specified module could not be found. (Exception from HRESULT: 0x8007007E)
   at Emgu.CV.CvInvoke.cvRedirectError(CvErrorCallback errorHandler, IntPtr userdata, IntPtr prevUserdata)
   at Emgu.CV.CvInvoke..cctor()
   --- End of inner exception stack trace ---
   at Emgu.CV.CvInvoke.cvCreateImageHeader(Size size, IPL_DEPTH depth, Int32 channels)
   at Emgu.CV.Image`2.AllocateData(Int32 rows, Int32 cols, Int32 numberOfChannels)
   at Emgu.CV.Image`2.set_Bitmap(Bitmap value)
   at Emgu.CV.Image`2..ctor(Bitmap bmp)
</code></pre>

<p>I tried the following things that I've found on stackoverflow and other sources:</p>

<ul>
<li>Put the unmanaged Opencv Dll's in a seperate directory and put the
path to this directory in the path environment variable, and restart
the webservice. </li>
<li>Tested whether the server config allows for unmanaged    code
execution (yes)  </li>
<li>Putting the unmanaged Opencv Dll's in system32\inetsrv and
SysWOW64\inetsrv directories</li>
<li>Puting the unmanaged Opencv Dll's in a subdirectory 'x86' in the
before mentioned folders</li>
</ul>

<p>I understand this: 
<a href=""http://msdn.microsoft.com/en-us/library/ms366723.aspx"" rel=""nofollow"">http://msdn.microsoft.com/en-us/library/ms366723.aspx</a></p>

<p>is the reason of all trouble, however I do not understand why editing the path variable to include the correct path containing the Dll's doesn't solve anything.</p>

<p>Last useful post about this issue was in 2008, however no fool-proof solution has ben offered yet, so all the help is much appreciated!</p>
",2012-06-08 07:07:00,2013-06-27 20:57:48,OpenCV Unmanaged DLLs not found asp.net,<c#><asp.net><opencv><unmanaged><emgucv>,,,CC BY-SA 3.0,True,False,True,False,False
