,Id,CreationDate,DeletionDate,Body,LastEditDate,LastActivityDate,Title,Tags,ClosedDate,CommunityOwnedDate,ContentLicense,opencv,matlab,emgucv,scikit-image,ffmpeg
1408,12939015,2012-10-17 16:32:41,,"<p>I'm trying to build project that has dependency to OpenCV. I installed Opencv using macports and when I try to build project, cmake gives the following output:</p>

<pre><code>CMake Error at CMakeLists.txt:47 (FIND_PACKAGE):
  By not providing ""FindOpenCV.cmake"" in CMAKE_MODULE_PATH this project has
  asked CMake to find a package configuration file provided by ""OpenCV"", but
  CMake did not find one.

  Could not find a package configuration file provided by ""OpenCV"" with any
  of the following names:

    OpenCVConfig.cmake
    opencv-config.cmake

  Add the installation prefix of ""OpenCV"" to CMAKE_PREFIX_PATH or set
  ""OpenCV_DIR"" to a directory containing one of the above files.  If ""OpenCV""
  provides a separate development package or SDK, be sure it has been
  installed.
</code></pre>

<p>I searched a little bit about this problem and added the following env. variables to my <code>$HOME/.profile</code> file</p>

<pre><code>export DYLD_LIBRARY_PATH=/opt/local/lib:$DYLD_LIBRARY_PATH
export CMAKE_PREFIX_PATH=/opt/local
</code></pre>

<p>without success. I checked and I have all opencv files istalled in /opt/local/lib and /opt/local/include/opencv directories. There is also  <code>OpenCVConfig.cmake</code> in the following path:</p>

<p><code>/opt/local/lib/cmake/OpenCVConfig.cmake</code></p>

<p>How to make cmake know the path where opencv is installed? Previously I've build OpenCV on my own using cmake and installed  into /usr/local and then it worked fine without any other fix. However I had some problems with ffmpeg and right now I switched to using macports.</p>
",,2018-12-05 14:30:55,Compiling using cmake with dependencies installed using macport,<opencv><compilation><cmake>,,,CC BY-SA 3.0,True,False,False,False,True
1434,9009673,2012-01-25 20:20:06,,"<p>I have thousands of small videos in HDTV quality. All with green chroma key.
I need to change green colour for a static image (company logos).</p>

<p>There are several softwares that can change chroma key, but they are only one by one file.
This will take years to be completed.</p>

<p>Is there a software (script) that I can make this automatic?</p>
",,2012-01-25 23:53:24,Chroma key software (script),<opencv><ffmpeg><chromakey>,,,CC BY-SA 3.0,True,False,False,False,True
1440,14854461,2013-02-13 13:14:59,,"<p>I want to read and show a video using opencv. I've recorded with Direct-show, the Video has UYVY (4:2:2) codec, since opencv can't read that format, I want to convert the codec to an RGB color model, I readed about ffmpeg and I want to know if it's possible to get this done with it ? if not if you a suggestion I'll be thankful.</p>
",2013-02-19 15:50:29,2013-02-19 15:50:29,converting a UYVY FFmpeg,<c++><opencv><ffmpeg><directshow><video-processing>,,,CC BY-SA 3.0,True,False,False,False,True
1453,15816299,2013-04-04 16:09:52,,"<p>I know there are other questions dealing with FFmpeg usage in OpenCV, but most of them appear to be outdated.</p>

<p>By opening up the makefiles in CMake, I can verify that I've got the <code>WITH_FFMPEG</code> flag on. My output folder for the OpenCV build contains a <code>bin</code> folder, within which are <code>Debug</code> and <code>Release</code> folders, each containing a copy of a .dll file entitled <code>opencv_ffmpeg244.dll</code>. I can step into the source code of OpenCV when I create a VideoWriter and verify that the function pointers to the .dll get filled correctly. That much appears to be working.</p>

<p>If I use the FOURCC code of CV_FOURCC_PROMPT, the following codecs <strong>work properly</strong>:</p>

<ul>
<li>Microsoft Video 1</li>
<li>Intel IYUV codec</li>
<li>Logitech Video (I420)</li>
<li>Cinepak Codec by Radius</li>
<li>Full Frames (Uncompressed)</li>
</ul>

<p>The following codecs <strong>do not work properly</strong> (ie. produce a 0kb video file):</p>

<ul>
<li>Microsoft RLE</li>
</ul>

<p>If my understanding is correct, using FFMPEG should allow for encoding video using a whole bunch of new codecs (x264, DIVX, XVID, and so on). However, none of these appear in the prompt. Manually setting them by their FOURCC codes using the macro <code>CV_FOURCC(...)</code> also doesn't work. For instance, using this: <code>CV_FOURCC('X','2','6','4')</code> produces the message:</p>

<p><code>Could not find encoder for codec id 28: Encoder not found</code></p>

<p>and makes a video file of size 0kb.</p>

<p>Using this: <code>CV_FOURCC('X','V','I','D')</code> produces no error message, and makes a video file of 6kb that will not play in Windows Media Player or VLC.</p>

<p>I tried manually downloaded the Xvid codec from Xvid.org. Once that was installed, it appeared under the VFW selection in the prompt, and the encoding worked properly. So it's close to a solution, but if I try to set the FOURCC code directly, it still fails as above! I have to pick it from the prompt every time. Isn't FFmpeg supposed to include a whole bunch of codecs? If so, why am I manually downloading the codec instead of using the one built into FFmpeg?</p>

<p>What am I missing here? Is there a way to check that FFMPEG is ""enabled""? It seems like the only codecs available in the prompt are VFW codecs, not the FFMPEG ones. The <code>.dll</code> has been built and is sitting in the same folder as the executable, but it appears it's not being used in any way. </p>

<p>Lots of related questions here. Hoping to find somebody knowledgeable about the FFmpeg implementation in OpenCV and with some knowledge of how all of these pieces fit together.</p>
",,2015-12-22 11:25:12,Using OpenCV 2.4.4 with FFmpeg in Windows,<windows><opencv><ffmpeg><codec>,,,CC BY-SA 3.0,True,False,False,False,True
1584,12952624,2012-10-18 10:32:00,,"<p>I am working on a Video analytics application where I have to decode an RTSP stream to give IplImage frames which are then fed into my analytics pipeline.
Now, the OpenCV VideoCapture structure allows me to extract frames from an RTSP stream(i think it uses ffmpeg to do so) but the performance is not so great. It needs to work in real time.</p>

<p>I also went ahead and wrote my own ffmpeg decoder. But just like OpenCv, performance with RTSP streams is not good. Lots of frames are dropped. However, decoding from a local file works fine.I am still working on refining the code though.</p>

<p>What I need help with is this. First, can I use hardware accelerated decoding here to improve performance? My app is supposed to be cross platform, so I might need to use Directx VA(windows) and VAAPI(linux).If yes,then is there any place where I can learn how to implement hardware acceleration in code especially for ffmpeg decoding of h264?</p>
",,2020-07-17 02:37:48,"Hardware Accelerated h264 decoding using ffmpeg, OpenCV",<opencv><ffmpeg><h.264><hardware-acceleration><decoder>,,,CC BY-SA 3.0,True,False,False,False,True
1630,10027517,2012-04-05 11:14:36,,"<p>hey i tried to do subtraction between current frame to previous, (the code attached ) the code running but i get errors and gray window without result the errors i got on command prompt:</p>

<p>Compiler did not align stack variables. Libavcodec has been miscompiled and may be very slow or crash. This is not a bug in libavcodec, but in the compiler. You may try recompiling using gcc >= 4.2. Do not report crashes to FFmpeg developers. OpenCV Error: Assertion failed (src1.size() == dst.size() &amp;&amp; src1.type() == dst. type()) in unknown function, file ........\ocv\opencv\src\cxcore\cxarithm.cpp , line 1563.</p>

<p>someone have an idea? please your help!! thank you</p>

<pre><code>int main()  
{  


int key = 0; 




 CvCapture* capture = cvCaptureFromAVI( ""macroblock.mpg"" ); 
 IplImage* frame = cvQueryFrame( capture );
 IplImage* currframe = cvCreateImage(cvGetSize(frame),IPL_DEPTH_8U,1);
 IplImage* destframe = cvCreateImage(cvGetSize(frame),IPL_DEPTH_8U,1);

    if ( !capture ) 

{  
    fprintf( stderr, ""Cannot open AVI!\n"" );  
    return 1;  
    }

  int fps = ( int )cvGetCaptureProperty( capture, CV_CAP_PROP_FPS );

  cvNamedWindow( ""dest"", CV_WINDOW_AUTOSIZE );

  while( key != 'x' )
      {
          frame = cvQueryFrame( capture );
     currframe = cvCloneImage( frame );// copy frame to current
     frame = cvQueryFrame( capture );// grab frame
   cvSub(frame,currframe,destframe);// subtraction between the last frame to cur

          if(key==27 )break;
          cvShowImage( ""dest"",destframe);
           key = cvWaitKey( 1000 / fps );
           }  
       cvDestroyWindow( ""dest"" );
       cvReleaseCapture( &amp;capture );
       return 0;
</code></pre>

<p>}</p>
",2012-06-01 07:49:29,2012-06-01 07:49:29,subtraction frames opencv,<opencv><background-subtraction>,,,CC BY-SA 3.0,True,False,False,False,True
1708,14878133,2013-02-14 15:22:43,,"<p>My ultimate goal is to get meaningful snapshots from MP4 videos that are either 30 min or 1 hour long. ""Meaningful"" is a bit ambitious, so I have simplified my requirements.</p>

<p>The image should be crisp - non-overlapping, and ideally not blurry. Initially, I thought getting a keyframe would work, but I had no idea that keyframes could have overlapping images embedded in them like this:<img src=""https://i.stack.imgur.com/Pxafo.jpg"" alt=""enter image description here""></p>

<p>Of course, some keyframe images look like this and those are much better:</p>

<p><img src=""https://i.stack.imgur.com/qjghg.jpg"" alt=""enter image description here""></p>

<p>I was wondering if someone might have source code to:</p>

<p>Take a sequence of say 10-15 continuous keyframes (jpg or png) and identify the best keyframe from all of them.</p>

<p>This must happen entirely programmatically. I found this paper: <a href=""http://research.microsoft.com/pubs/68802/blur_determination_compressed.pdf"" rel=""nofollow noreferrer"">http://research.microsoft.com/pubs/68802/blur_determination_compressed.pdf</a></p>

<p>and felt that I could ""rank"" a few images based on the above paper, but then I was dissuaded by this link: <a href=""https://stackoverflow.com/questions/4470107/extracting-dct-coefficients-from-encoded-images-and-video"">Extracting DCT coefficients from encoded images and video</a> given that my source video is an MP4. Of course, this confuses me because the input into the system is just a sequence of jpg images.</p>

<p>Another link that is interesting is:</p>

<p><a href=""https://stackoverflow.com/questions/5180327/detection-of-blur-in-images-video-sequences/5180984#5180984"">Detection of Blur in Images/Video sequences</a></p>

<p>However, I am not sure if this will work for ""overlapping"" images.</p>
",2019-11-16 03:31:43,2019-11-16 03:31:43,Programmatically get non-overlapping images from MP4,<image-processing><ffmpeg><imagemagick>,,,CC BY-SA 4.0,False,False,False,False,True
1815,14888665,2013-02-15 05:15:40,,"<p>Can anybody please tell me in what format the video data is saved in opencv, after decoding it by ffmpeg. I mean if it is saved as a matrix then is it 8bit/pixel kind of thing? If anybody can provide some documents or link explaining in details will be a great help. I also tried to google but couldn't find something related.</p>

<p>Thanks.</p>
",,2013-02-15 07:23:48,video data in opencv,<c++><c><opencv><video-capture>,,,CC BY-SA 3.0,True,False,False,False,True
1836,11024843,2012-06-13 23:34:36,,"<p>I am writing a RightScript to install OpenCV-2.3.1 on a linux server. 
I am using FFMPEG package: ffmpeg-0.7-rc1</p>

<p>I am doing exactly whatever I did while installing it manually on the server, but am getting some errors when I try booting the box using the rightscripts. OpenCV installs and works fine when built manually through bash. </p>

<p>The errors I am getting are:</p>

<pre><code>In file included from /OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg.cpp:45:
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp: In member function 'void CvCapture_FFMPEG::close()':
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:451: warning: 'void av_close_input_file(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1533)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:451: warning: 'void av_close_input_file(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1533)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp: In member function 'bool CvCapture_FFMPEG::reopen()':
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:483: warning: 'void av_close_input_file(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1533)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:483: warning: 'void av_close_input_file(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1533)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:486: error: 'av_open_input_file' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:487: warning: 'int av_find_stream_info(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1357)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:487: warning: 'int av_find_stream_info(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1357)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:494: error: 'avcodec_thread_init' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:497: warning: 'int avcodec_open(AVCodecContext*, AVCodec*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:3380)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:497: warning: 'int avcodec_open(AVCodecContext*, AVCodec*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:3380)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp: In member function 'bool CvCapture_FFMPEG::open(const char*)':
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:524: error: 'av_open_input_file' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:529: warning: 'int av_find_stream_info(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1357)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:529: warning: 'int av_find_stream_info(AVFormatContext*)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1357)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:541: error: 'avcodec_thread_init' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:550: warning: 'int avcodec_open(AVCodecContext*, AVCodec*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:3380)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:550: warning: 'int avcodec_open(AVCodecContext*, AVCodec*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:3380)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp: In function 'AVStream* icv_add_video_stream_FFMPEG(AVFormatContext*, CodecID, int, int, int, double, int)':
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:999: warning: 'AVStream* av_new_stream(AVFormatContext*, int)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1557)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:999: warning: 'AVStream* av_new_stream(AVFormatContext*, int)' is deprecated (declared at /usr/local/include/libavformat/avformat.h:1557)
In file included from /OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg.cpp:45:
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp: In function 'int icv_av_write_frame_FFMPEG(AVFormatContext*, AVStream*, uint8_t*, uint32_t, AVFrame*)':
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1121: warning: 'int avcodec_encode_video(AVCodecContext*, uint8_t*, int, const AVFrame*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:4077)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1121: warning: 'int avcodec_encode_video(AVCodecContext*, uint8_t*, int, const AVFrame*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:4077)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp: In member function 'void CvVideoWriter_FFMPEG::close()':
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1298: error: 'url_fclose' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp: In member function 'bool CvVideoWriter_FFMPEG::open(const char*, int, double, int, int, bool)':
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1411: error: 'av_set_parameters' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1415: error: 'dump_format' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1442: warning: 'int avcodec_open(AVCodecContext*, AVCodec*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:3380)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1442: warning: 'int avcodec_open(AVCodecContext*, AVCodec*)' is deprecated (declared at /usr/local/include/libavcodec/avcodec.h:3380)
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1479: error: 'URL_WRONLY' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1479: error: 'url_fopen' was not declared in this scope
/OpenCV-2.3.1/modules/highgui/src/cap_ffmpeg_impl.hpp:1485: error: 'av_write_header' was not declared in this scope
20:09:04: make[2]: *** [modules/highgui/CMakeFiles/opencv_highgui.dir/src/cap_ffmpeg.o] Error 1
20:09:04: make[1]: *** [modules/highgui/CMakeFiles/opencv_highgui.dir/all] Error 2
20:09:04: make: *** [all] Error 2
20:09:04: cd: 23: can't cd to /root/OpenCV-2.3.1/samples/c
20:09:04: chmod: cannot access `build_all.sh': No such file or directory
20:09:04: /var/cache/rightscale/right_scripts/right_scripts_cookbook/recipes/CVScripts___Install_OpenCV: 25: ./build_all.sh: not found
*ERROR&gt; Chef converge failed
*ERROR&gt; An external command returned an error during the execution of Chef:
</code></pre>

<p>I did a google search and I understand that some of the FFMPEG functions are deprecated now. I have tried installing the latest FFMPEG package as well, and I am getting the same errors. Also, I am wondering why I don't get these errors when I install it manually on the server via bash, and only when I install using Rightscripts.</p>
",,2015-06-02 10:01:28,Errors while installing OpenCV and FFMPEG through Rightscripts,<linux><ubuntu><opencv><ffmpeg><rightscale>,,,CC BY-SA 3.0,True,False,False,False,True
1927,10056122,2012-04-07 16:18:19,,"<p>hey i tried to made a histogram that shows frames substraction, the code is running but i got gray window without result.
the message on the command window is:
Compiler did not align stack variables. Libavcodec has been miscompiled
and may be very slow or crash. This is not a bug in libavcodec,
but in the compiler. You may try recompiling using gcc >= 4.2.
Do not report crashes to FFmpeg developers.
OpenCV Error: Assertion failed (images[j].channels() == 1) in unknown function,
file ........\ocv\opencv\src\cv\cvhistogram.cpp, line 137</p>

<p>here is the code someone have an idea?thanks for help.....</p>

<pre><code>int main()  
{  


    int key = 0; 




     CvCapture* capture = cvCaptureFromAVI( ""macroblock.mpg"" ); 
     IplImage* frame = cvQueryFrame( capture );
     IplImage* currframe = cvCreateImage(cvGetSize(frame),IPL_DEPTH_8U,3);
     IplImage* destframe = cvCreateImage(cvGetSize(frame),IPL_DEPTH_8U,3);
   IplImage* imgHistogram = 0;
       CvHistogram* hist;



        if ( !capture ) 

    {  
        fprintf( stderr, ""Cannot open AVI!\n"" );  
        return 1;  
        }

      int fps = ( int )cvGetCaptureProperty( capture, CV_CAP_PROP_FPS );

      cvNamedWindow( ""dest"", CV_WINDOW_AUTOSIZE );
      cvNamedWindow( ""imgHistogram"", CV_WINDOW_AUTOSIZE );

      while( key != 'x' )
          {
              frame = cvQueryFrame( capture );
        currframe = cvCloneImage( frame );
         frame = cvQueryFrame( capture );



              cvSub(frame,currframe,destframe);

               int bins = 256;
            int hsize[] = {bins};
            float max_value = 0, min_value = 0;
            float value;
            int normalized;
             float xranges[] = {0, 256};
            float* ranges[] = {xranges};
          IplImage* planes[] = {destframe};

    hist = cvCreateHist(1, hsize, CV_HIST_ARRAY, ranges,1);
    cvCalcHist(planes, hist, 0, NULL);
    cvGetMinMaxHistValue(hist, &amp;min_value, &amp;max_value);
  //  printf(""Minimum Histogram Value: %f, Maximum Histogram Value: %f\n"", min_value, max_value);
  imgHistogram = cvCreateImage(cvSize(bins, 50),IPL_DEPTH_8U,3);
    cvRectangle(imgHistogram, cvPoint(0,0), cvPoint(256,50), CV_RGB(255,255,255),-1);

      for(int i=0; i &lt; bins; i++){
        value = cvQueryHistValue_1D(hist, i);
        normalized = cvRound(value*50/max_value);
        cvLine(imgHistogram,cvPoint(i,50), cvPoint(i,50-normalized), CV_RGB(0,0,0));

      }



              if(key==27 )break;
              cvShowImage( ""dest"",destframe);
              cvShowImage( ""imgHistogram"",imgHistogram);

               key = cvWaitKey( 1000 / 10 );
               }  
           cvDestroyWindow( ""dest"" );
           cvReleaseCapture( &amp;capture );
           return 0;
}
</code></pre>
",,2013-01-14 14:12:49,histogram on opencv,<opencv>,,,CC BY-SA 3.0,True,False,False,False,True
2009,11035500,2012-06-14 14:40:34,,"<p>I am trying to build OpenCV 2.4.1 with OpenGL support, and it keeps faling. I have OpenGL installed in my Ubuntu 11.04, libs are under /usr/lib/libGL.so as usual. I know my OpenGL installation is correct because I have C++ OpenGL projects that compile, link and run OK.</p>

<p>I run the cmake command as follows, because I want both CUDA and OpenGL support. </p>

<pre><code>/data/OpenCV-2.4.1/build $ cmake -D WITH_OPENGL=ON -D CMAKE_BUILD_TYPE=RELEASE -D WITH_CUDA=ON -D CUDA_TOOLKIT_ROOT_DIR=/usr/local/cuda/ -D BUILD_EXAMPLES=ON -D WITH_TBB=ON ..
</code></pre>

<p>This is the output I get from this, telling me CUDA was properly detected, but OpenGL wasn't</p>

<pre><code>-- General configuration for OpenCV 2.4.1 =====================================
-- 
--   Platform:
--     Host:                        Linux 2.6.35-32-generic x86_64
--     CMake:                       2.8.8
--     CMake generator:             Unix Makefiles
--     CMake build tool:            /usr/bin/make
--     Configuration:               RELEASE
-- 
--   C/C++:
--     Built as dynamic libs?:      YES
--     C++ Compiler:                /usr/bin/c++ (ver 4.4.4)
--     C++ flags (Release):         -Wall -Wno-long-long -pthread -fomit-frame-pointer -msse -msse2 -ffunction-sections -O3 -DNDEBUG   -DNDEBUG
--     C++ flags (Debug):           -Wall -Wno-long-long -pthread -fomit-frame-pointer -msse -msse2 -ffunction-sections -g  -O0 -DDEBUG -D_DEBUG -ggdb3
--     C Compiler:                  /usr/bin/gcc
--     C flags (Release):           -Wall -Wno-long-long -pthread -fomit-frame-pointer -msse -msse2 -ffunction-sections -O3 -DNDEBUG  -DNDEBUG
--     C flags (Debug):             -Wall -Wno-long-long -pthread -fomit-frame-pointer -msse -msse2 -ffunction-sections -g  -O0 -DDEBUG -D_DEBUG -ggdb3
--     Linker flags (Release):      
--     Linker flags (Debug):        
-- 
--   OpenCV modules:
--     To be built:                 calib3d contrib core features2d flann gpu highgui imgproc legacy ml nonfree objdetect photo python stitching ts video videostab
--     Disabled:                    -
--     Disabled by dependency:      -
--     Unavailable:                 androidcamera java
-- 
--   GUI: 
--     QT 4.x:                      NO
--     GTK+ 2.x:                    YES (ver 2.22.0)
--     GThread :                    YES (ver 2.26.1)
--     GtkGlExt:                    NO
--     OpenGL support:              NO
-- 
--   Media I/O: 
--     ZLib:                        /usr/lib64/libz.so (ver 1.2.3.4)
--     JPEG:                        /usr/lib64/libjpeg.so (ver 62)
--     PNG:                         /usr/lib64/libpng.so (ver 1.2.44)
--     TIFF:                        /usr/lib64/libtiff.so (ver 42 - 3.9.4)
--     JPEG 2000:                   /usr/lib64/libjasper.so (ver 1.900.1)
--     OpenEXR:                     /usr/lib64/libImath.so /usr/lib64/libIlmImf.so /usr/lib64/libIex.so /usr/lib64/libHalf.so /usr/lib64/libIlmThread.so (ver 1.6.1)
-- 
--   Video I/O:
--     DC1394 1.x:                  NO
--     DC1394 2.x:                  NO
--     FFMPEG:                      YES
--       codec:                     YES (ver 54.23.100)
--       format:                    YES (ver 54.6.100)
--       util:                      YES (ver 51.54.100)
--       swscale:                   YES (ver 2.1.100)
--       gentoo-style:              YES
--     GStreamer:                   
--       base:                      YES (ver 0.10.30)
--       app:                       YES (ver 0.10.30)
--       video:                     YES (ver 0.10.30)
--     OpenNI:                      NO
--     OpenNI PrimeSensor Modules:  NO
--     PvAPI:                       NO
--     UniCap:                      NO
--     UniCap ucil:                 NO
--     V4L/V4L2:                    Using libv4l (ver 0.8.8)
--     Xine:                        NO
-- 
--   Other third-party libraries:
--     Use IPP:                     NO
--     Use TBB:                     YES (ver 3.0 interface 5000)
--     Use Cuda:                    YES (ver 4.2)
--     Use Eigen:                   YES (ver 2.0.15)
-- 
--   NVIDIA CUDA:                   (ver 4.2)
--     Use CUFFT:                   YES
--     Use CUBLAS:                  NO
--     NVIDIA GPU arch:             11 12 13 20 21 30
--     NVIDIA PTX archs:            11 12 13 20 21 30
--     NVIDIA GPU features:         11 12 13 20 20 30 20
-- 
--   Python:
--     Interpreter:                 /usr/bin/python (ver 2.6.6)
--     Libraries:                   /usr/lib64/libpython2.6.so (ver 2.6.6)
--     numpy:                       /usr/local/lib/python2.6/dist-packages/numpy/core/include (ver 2.0.0.dev-27befc8)
--     packages path:               lib/python2.6/dist-packages
-- 
--   Documentation:
--     Build Documentation:         NO
--     Sphinx:                      NO
--     PdfLaTeX compiler:           /usr/local/texlive/2011/bin/x86_64-linux/pdflatex
-- 
--   Tests and samples:
--     Tests:                       YES
--     Performance tests:           YES
--     Examples:                    YES
-- 
--   Install path:                  /usr/local
-- 
--   cvconfig.h is in:              /data/OpenCV-2.4.1/build
-- -----------------------------------------------------------------
-- 
-- Configuring done
-- Generating done
-- Build files have been written to: /data/OpenCV-2.4.1/build
</code></pre>

<p>Any guess what is missing?</p>
",2012-06-14 14:53:37,2018-06-14 19:32:49,Trying to build OpenCV 2.4.1 with OpenGL support,<opengl><opencv><compilation><cmake>,,,CC BY-SA 3.0,True,False,False,False,True
