,Unnamed: 0,Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,HotScore
5949,5949,51525691,1,,,2018-07-25 18:41:14,,11,8719,working python speech recognition better part month making jarvis like assistant used speech recognition module google speech api pocketsphinx used pocketsphinx directly without another module recognition accurate hard time working large amount time package take process speech way seem work recording one point silence another passing recording stt engine recording processed sound recorded recognition problem trying issue multiple complex command series looking google assistant voice recognition alexa voice recognition mac high sierra offline recognition see word recognized say without pause recording seen called realtime recognition streaming recognition word word recognition way python preferably offline without using client tried unsuccessfully accomplish changing pause threshold speaking threshold non speaking threshold speechrecognition recognizer caused audio segment strangely still needed second recognition could record,,2020-07-27 18:06:26,realtime offline speech recognition python,python real-time speech-recognition,1,2,3.0,,,CC BY-SA 4.0,1.585685090731982e-05
4252,4252,41805381,1,,,2017-01-23 11:31:59,,15,8603,implementing speech recognition app first present view controller speech recognition logic everything work fine however try present view controller get following crash error x bf avae avaudionode mm createrecordingtap required condition false isformatsamplerateandchannelcountvalid format terminating app due uncaught exception com apple coreaudio avfaudio reason required condition false isformatsamplerateandchannelcountvalid format code used starting stopping recording available io extension dictationviewcontroller fileprivate func startrecording throw guard let recognizer speechrecognizer else debuglog classname message supported device locale return guard recognizer isavailable else debuglog classname message recognizer available right return mostrecentlyprocessedsegmentduration guard let node audioengine inputnode else debuglog classname message could get input node return let recordingformat node outputformat forbus node installtap onbus buffersize format recordingformat weak self buffer self request append buffer audioengine prepare try audioengine start recognitiontask recognizer recognitiontask request resulthandler fileprivate func stoprecording audioengine stop audioengine inputnode removetap onbus request endaudio recognitiontask cancel startrecording called viewdidload requested authorization stoprecording called view controller dismissed please assist struggling find solution crash,,2020-10-12 18:18:27,avaudioengine inputnode installtap crash restarting recording,ios swift3 speech-recognition avaudioengine sfspeechrecognizer,5,1,5.0,,,CC BY-SA 3.0,1.4474052795617727e-05
6340,6340,53925401,1,,,2018-12-25 20:22:21,,13,7732,using librosa library convert music segment mel spectrogram use input neural network shown doc different mfccs advantage disadvantage using either,,2019-07-25 13:50:24,difference mel spectrogram mfcc,spectrogram mfcc librosa,2,0,5.0,,,CC BY-SA 4.0,1.3307541774736506e-05
5367,5367,48690984,1,54396790.0,,2018-02-08 17:03:45,,14,12584,got following error trying install pyaudio using pip ubuntu collecting pyaudio downloading pyaudio tar gz installing collected package pyaudio running setup py install pyaudio error complete output command usr bin python u c import setuptools tokenize file tmp pip build mxgvewdb pyaudio setup py f getattr tokenize open open file code f read replace r n n f close exec compile code file exec install record tmp pip v chjee record install record txt single version externally managed compile running install running build running build py creating build creating build lib linux x copying src pyaudio py build lib linux x running build ext building portaudio extension creating build temp linux x creating build temp linux x src x linux gnu gcc pthread dndebug g fwrapv wall wstrict prototype g fstack protector strong wformat werror format security wdate time fortify source fpic usr include python c src portaudiomodule c build temp linux x src portaudiomodule src portaudiomodule c fatal error portaudio h file directory compilation terminated error command x linux gnu gcc failed exit status command usr bin python u c import setuptools tokenize file tmp pip build mxgvewdb pyaudio setup py f getattr tokenize open open file code f read replace r n n f close exec compile code file exec install record tmp pip v chjee record install record txt single version externally managed compile failed error code tmp pip build mxgvewdb pyaudio,2018-02-09 08:17:00,2020-01-16 10:40:03,portaudio h file directory,python speech-recognition google-speech-api,2,3,2.0,,,CC BY-SA 3.0,1.174975523817634e-05
2791,2791,29615235,1,,,2015-04-13 21:14:43,,26,46831,trying install tt package using everything wa okay tried execute following command import pyttsx got back error file usr local lib python dist package pyttsx init py line module engine import engine importerror module named engine help would appreciated thank,2018-06-06 01:10:03,2019-12-06 13:19:17,pyttsx module named engine,text-to-speech python-3.4 speech-synthesis,7,1,8.0,,,CC BY-SA 4.0,1.171618977759337e-05
3677,3677,38806490,1,38807763.0,,2016-08-06 16:39:21,,34,9901,playing google speech recognition api successfully getting started trying understand made change first example know g protocol set use audio file sync request json config encoding flac sample rate audio uri g cloud sample test speech brooklyn flac tried change g protocol http protocol work thanks advance,,2020-02-02 12:34:47,doe g protocol mean,json uri speech-recognition google-cloud-platform,3,0,6.0,,,CC BY-SA 3.0,1.1462380315542779e-05
3560,3560,38150312,1,38150919.0,,2016-07-01 16:41:09,,29,22442,developing android application based around speech recognition today everything ha working fine timely manner e g would start speech recogniser speak within second max application received result wa acceptable user experience today wait ten second recognition result available tried setting following extra none make discernible difference recognizerintent extra speech input possibly complete silence length millis recognizerintent extra speech input complete silence length millis recognizerintent extra speech input minimum length millis continually changing application however none change related speech recogniser method employ reduce time speech recogniser switching onbeginningofspeech onresults example long take com voice voice onreadyforspeech com voice voice onbeginningofspeech com voice voice onendofspeech,2016-07-01 17:26:07,2018-04-07 04:14:09,google speech recognition timeout,android speech-recognition voice-recognition google-voice-search,6,3,10.0,,,CC BY-SA 3.0,1.003341466184003e-05
6509,6509,54861046,1,55067370.0,,2019-02-25 07:04:05,,19,1157,chrome v w opera following snippet occasionally doe seem run attached listener maybe time snippet run sorry original version could reproduced much easily creating utterance button click look made bug much rare button onclick console log start script button disabled true const utt new speechsynthesisutterance e utt addeventlistener end console log end event triggered debugging completeness error seem thrown though utt addeventlistener error err console log err err speechsynthesis speak utt settimeout console log finished click seen event ever activates always activate within given pageload disable button snippet rerun snippet many time see problem reproduce readily run snippet chrome w autoplay restriction disabled go chrome flag change autoplay policy user gesture required opera seems similarly difficult reproduce first snippet unfortunately console log start script function say text const utt new speechsynthesisutterance text utt addeventlistener end console log end text debugging completeness error seem thrown though utt addeventlistener error err console log err text err speechsynthesis speak utt say foo say bar firefox doe issue far see listener always fire properly somehow attaching listener sufficiently properly chromium bug,2019-03-08 06:12:18,2019-03-15 11:11:57,doe speechsynthesisutterance sometimes fire end event chromium based browser,javascript speech-synthesis,1,5,3.0,,,CC BY-SA 4.0,9.391682821882109e-06
3346,3346,36523705,1,40767252.0,,2016-04-09 22:54:45,,15,16172,trying make python app record audio translate english text using pyaudio speechrecognition pocketsphinx running mac x el capitan version following tutorial like one others downloaded pyaudio version speechrecognition well pocketsphinx installed conda environment followed instruction site use brew install swig git python x hoping would help code load package import speech recognition sr import sphinxbase import pocketsphinx obtain audio microphone r sr recognizer sr microphone source print say something audio r listen source write audio wav file open microphone result wav wb f f write audio get wav data far thing working great record play back wav file problem thing go wrong r sr recognizer sr audiofile microphone result wav source audio r record source read entire audio file try print said r recognize sphinx audio except lookuperror speech unintelligible print could understand audio run code get requesterror missing pocketsphinx module ensure pocketsphinx set correctly installed pocketsphinx sphinxbase globally virtual conda envs avail documentation error google post close zero sure going help advice would greatly appreciated list installed package version conda virtual environment package environment user nathancheever anaconda envs audio appnope py backports abc backports ssl match hostname backports abc py decorator py freetype ipykernel py ipython py ipython genutils ipython genutils py ipywidgets py jinja py jsonschema py jupyter py jupyter client jupyter console jupyter core jupyter client py jupyter console py jupyter core py libpng markupsafe py mistune py nbconvert py nbformat py notebook py openssl g path py py pexpect py pickleshare py pip py ptyprocess py pyaudio pygments py pyqt py python pyzmq py qt qtconsole py readline setuptools py simplegeneric py singledispatch py sip py six py speechrecognition sphinxbase sqlite ssl match hostname py terminado py tk tornado py traitlets py wheel py zlib,,2020-06-26 03:59:44,python pocketsphinx requesterror missing pocketsphinx module ensure pocketsphinx set correctly,python speech-recognition speech-to-text pyaudio pocketsphinx,4,1,5.0,,,CC BY-SA 3.0,9.283971351107895e-06
3586,3586,38087013,1,38087796.0,,2016-06-28 22:01:54,,13,8967,reading documentation webkitspeechrecognition voice recognition javascript tried implement angular const recognition new webkitspeechrecognition typescript say error find name webkitspeechrecognition try extract webkitspeechrecognition window webkitspeechrecognition window console log enters inside condition printing const webkitspeechrecognition window typescript error const recognition new webkitspeechrecognition comment last two line console log printed enters condition webkitspeechrecognition exists inside window comment last two line typescript error type window ha property webkitspeechrecognition string index signature const webkitspeechrecognition create new recognition angular ha anybody tried,2016-06-28 23:03:28,2020-07-03 18:19:54,angular web speech api voice recognition,javascript angular voice-recognition typescript1.8 webspeech-api,4,0,1.0,,,CC BY-SA 3.0,9.104530971222258e-06
4723,4723,44767316,1,46294296.0,,2017-06-26 19:30:23,,11,8014,basically learning io speech recognition module following tutorial http medium com io x development speech recognition swift io f e c test iphone always got error error domain kafassistanterrordomain code null searched internet find rare info code viewcontroller swift speech sample created peizheng copyright peizheng right reserved import uikit import avfoundation import speech class viewcontroller uiviewcontroller sfspeechrecognizerdelegate mark speech recognize variable let audioengine avaudioengine let speechrecognizer sfspeechrecognizer sfspeechrecognizer locale locale init identifier en u var request sfspeechaudiobufferrecognitionrequest var recognitiontask sfspeechrecognitiontask var isrecording false override func viewdidload super viewdidload get authorization self requestspeechauthorization override func didreceivememorywarning super didreceivememorywarning dispose resource recreated mark property iboutlet weak var detecttext uilabel iboutlet weak var startbutton uibutton mark action ibaction func startbuttontapped sender uibutton isrecording true audioengine stop let node audioengine inputnode node removetap onbus audioengine inputnode removetap onbus indicate audio source finished audio appended self request endaudio cancel previous task running let recognitiontask recognitiontask recognitiontask cancel self recognitiontask nil recognitiontask cancel self recognitiontask nil isrecording false startbutton backgroundcolor uicolor gray else self recordandrecognizespeech isrecording true startbutton backgroundcolor uicolor red mark show alert func showalert title string message string handler uialertaction swift void nil dispatchqueue main async unowned self let alertcontroller uialertcontroller title title message message preferredstyle alert alertcontroller addaction uialertaction title ok style cancel handler handler self present alertcontroller animated true completion nil mark recognize speech func recordandrecognizespeech setup audio session guard let node audioengine inputnode else return let recordingformat node outputformat forbus node installtap onbus buffersize format recordingformat buffer self request append buffer audioengine prepare try audioengine start catch self showalert title speechnote message ha audio engine error handler nil return print error guard let myrecognizer sfspeechrecognizer else self showalert title speechnote message speech recognition supported current locale handler nil return myrecognizer isavailable self showalert title speechnote message speech recognition currently available check back later time handler nil recognizer available right return recognitiontask speechrecognizer recognitiontask request resulthandler result error let result result let beststring result besttranscription formattedstring self detecttext text beststring var laststring string segment result besttranscription segment let indexto beststring index beststring startindex offsetby segment substringrange location laststring beststring substring indexto self checkforcolorssaid resultstring laststring else let error error self showalert title speechnote message ha speech recognition error handler nil print error mark check authorization status func requestspeechauthorization sfspeechrecognizer requestauthorization authstatus operationqueue main addoperation switch authstatus case authorized self startbutton isenabled true case denied self startbutton isenabled false self detecttext text user denied access speech recognition case restricted self startbutton isenabled false self detecttext text speech recognition restricted device case notdetermined self startbutton isenabled false self detecttext text speech recognition yet authorized thank much,2017-06-26 19:51:59,2019-09-14 13:08:01,io speech recognition error domain kafassistanterrordomain code null,ios swift swift3 speech-recognition ios10,4,4,7.0,,,CC BY-SA 3.0,9.035338180572239e-06
5947,5947,51601697,1,51913241.0,,2018-07-30 20:17:28,,11,9702,using first time gc speech api project convert series audio file text file ha around minute person talking continuously whole time installed gc sdk using perform request shown bellow gcloud ml speech recognize long running path file audio flac language code pt pt async every time run one recording give following error message error gcloud ml speech recognize long running invalid argument request payload size exceeds limit byte seems hard restriction api able process file minute way output maximum character worth speech tried split audio file smaller piece reached four minute sample even got error besides even worked would tedious impractical task split every new recording make forward searching far reached conclusion increase circumvent limitation free trial account happy upgrade paid subscription limit increased far understood limitation persist even paid subscription ha anyone found solution problem,,2019-05-15 09:28:34,invalid argument request payload size exceeds limit byte,speech-recognition speech-to-text google-speech-api,1,0,,,,CC BY-SA 4.0,8.901172055429394e-06
3362,3362,36458214,1,,,2016-04-06 17:27:53,,28,27908,feel like fairly common problem yet found suitable answer many audio file human speech would like break word done heuristically looking pause waveform anyone point function library python doe automatically,2016-04-06 21:58:48,2019-02-11 00:49:02,split speech audio file word python,python audio speech-recognition speech heuristics,4,5,15.0,,,CC BY-SA 3.0,8.888810995394965e-06
6563,6563,55233832,1,55294744.0,,2019-03-19 04:48:37,,12,1005,compare two audio file voice recorder file according al quran al quran ha special pronunciation compared pronunciation possible comparison user voice way al quran pronounced already tried google speech text arabic seems doe handle pronunciation al quran example audio al quran recite quran quran,2019-03-27 01:29:54,2019-03-27 01:29:54,voice recognition alquran arabic,android voice-recognition,1,6,5.0,,,CC BY-SA 4.0,8.79797613653581e-06
4630,4630,44177012,1,44181699.0,,2017-05-25 09:30:15,,12,3878,google speech api doc http cloud google com speech doc sync recognize try api week still cant solved main purpose translate live streaming using php languange suggestion allowed find week synchronous speech recognition min asynchronous speech recognition min min note modify accept hour video live speech recognition mic http www google com intl en chrome demo speech html update perform streaming api audio le sec duration translate live streaming ex radio streaming delay allowed translate video audio playing delay allowed update also ask question google github since answer ask summary perform speech streaming second audio like expected expectation recognize unlimited duration seems dont know radio streaming end thank help appreciate update approve cant use video longer sec write try video interview mp convert ffmpeg interview flac using ffmpeg interview mp c flac ar ac sample fmt interview flac use library transcribe video using command php speech php transcribe encoding flac language code en u sample rate stream interview flac result google gax apiexception invalid audio content long cant long video duration sec meta ffmpeg result output flac interview flac metadata major brand isom minor version compatible brand isomiso avc mp encoder lavf stream und audio flac hz mono kb default metadata handler name soundhandler encoder lavc flac size kb time bitrate kbit speed x video kb audio kb subtitle kb stream kb global header kb muxing overhead,2017-05-29 21:51:58,2020-08-27 03:27:19,translate live streaming using google speech api,php speech-recognition speech-to-text google-speech-api,1,0,4.0,,,CC BY-SA 3.0,8.583624408662508e-06
2959,2959,34086379,1,,,2015-12-04 10:39:01,,19,8190,possible use google speech recognition api get transcription audio file wav mp etc request http www google com speech api v recognize example said one two three five wav file google api give u alternative u transcript u u transcript u u transcript u one two three four five u final true question possible get time second word ha said example one two three etc e word one ha said time word two ha said time second p looking api supporting language english especially french,2018-03-21 16:26:24,2020-09-20 12:13:21,google speech recognition api timestamp word,audio speech-recognition speech-to-text speech google-speech-api,3,2,7.0,,,CC BY-SA 3.0,8.415616428622617e-06
5161,5161,47004955,1,,,2017-10-29 20:32:42,,13,4184,python script using speech recognition package recognize speech return text wa spoken transcription ha second delay however another way write script return word spoken another script using pysphinx package result wildly inaccurate install dependency pip install speechrecognition pip install pocketsphinx script delayed speech text import speech recognition sr obtain audio microphone r sr recognizer sr microphone source print please wait calibrating microphone listen second create ambient noise energy level r adjust ambient noise source duration print say something audio r listen source recognize speech using sphinx try print sphinx think said r recognize sphinx audio except sr unknownvalueerror print sphinx could understand audio except sr requesterror e print sphinx error format e script immediate albeit inaccurate speech text import pocketsphinx import livespeech get model path model path get model path speech livespeech verbose false sampling rate buffer size search false full utt false hmm path join model path en u lm path join model path en u lm bin dic path join model path cmudict en u dict phrase speech print phrase,2020-01-20 14:46:03,2020-01-29 18:34:43,live speech recognition,python speech-recognition speech-to-text cmusphinx pocketsphinx,1,3,7.0,,,CC BY-SA 4.0,8.246115619961837e-06
4397,4397,42900254,1,42900928.0,,2017-03-20 09:44:55,,23,12613,want know way use io speech recognition offline mode according documentation http developer apple com reference speech see anything,2017-10-31 10:57:55,2019-07-15 21:56:33,way use io speech recognition offline mode,ios swift speech-recognition apple-speech,2,4,5.0,,,CC BY-SA 3.0,8.230967612051885e-06
1339,1339,24652074,1,24652184.0,,2014-07-09 11:08:37,,50,131480,trying install python machine trying install package pip install speechrecognition getting following error import json urllib request importerror module named request referred installed request pip install request getting requirement already satisfied still unable install please let know mistake thanks advance,,2019-04-09 03:49:54,importerror module named request,python speech-recognition,3,3,10.0,,,CC BY-SA 3.0,7.94530246571923e-06
4999,4999,46267816,1,46467839.0,,2017-09-17 19:02:40,,24,6498,want use speechrecognition api audio file mp wave etc possible,2017-09-23 06:27:46,2017-09-30 20:27:35,way use javascript speechrecognition api audio file,javascript html speech-recognition,4,4,6.0,,,CC BY-SA 3.0,7.778466544362489e-06
124,124,9948008,1,9948058.0,,2012-03-30 17:50:56,,62,36492,learning error handling php recently came across error log function php manual talk error log type understand except type state error message sent directly sapi logging handler question exactly sapi would want use,2018-06-04 13:18:45,2019-08-13 20:32:01,sapi would use,php sapi,4,0,20.0,,,CC BY-SA 4.0,7.676187102455876e-06
3076,3076,34820578,1,34919194.0,,2016-01-15 21:58:43,,20,25269,currently using getusermedia working firefox chrome yet got deprecated work http chrome better way get speech input javascript work platform e g website like web whatsapp com app record audio getusermedia prompt first time user permit audio recording whereas whatsapp application require user permission getusermedia currently using look like navigator getusermedia audio mandatory googechocancellation false googautogaincontrol false goognoisesuppression false googhighpassfilter false optional gotstream function e console log e,2016-01-23 23:46:55,2019-12-05 12:24:22,capture audio javascript,javascript audio speech getusermedia voice-recording,3,2,15.0,,,CC BY-SA 3.0,7.603755242758269e-06
2986,2986,34206493,1,,,2015-12-10 16:05:43,,58,2364,using android speech speechrecognizer recognize command long period time mode call callback method delay much normal mode doe anybody know happen avoid delay configuration use intent recognizerintent new intent recognizerintent action recognize speech recognizerintent putextra recognizerintent extra language model recognizerintent language model free form recognizerintent putextra calling package mainactivity getapplicationcontext getpackagename recognizerintent putextra android speech extra dictation mode true recognizerintent putextra recognizerintent extra partial result true recognizerintent putextra recognizerintent extra max result,2018-01-06 10:06:52,2018-12-16 18:32:05,delay using android speech speechrecognizer dictation mode,android speech-recognition,2,4,2.0,,,CC BY-SA 3.0,7.267473268307802e-06
412,412,12239080,1,16551389.0,,2012-09-02 19:31:59,,25,79134,would like know one could get started speech recognition library anything fairly black box ed instead want know actually make simple speech recognition script done searching found much seen dictionary sound syllable pieced together form text basically question get started also since little optimistic would also fine library use program saw speech text library apis spit one result ok would unrealiable current program already check grammar everything text entered way say top ten result speech text software could check rule make sense,,2020-01-06 17:37:23,getting started speech recognition python,python speech-to-text,7,0,8.0,,,CC BY-SA 3.0,7.05411253851155e-06
