,Unnamed: 0,Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,HotScore
31808,31808,27406303,1,27421494.0,,2014-12-10 16:40:55,,146,197709,want use opencv library app android studio followed instruction found get error configuration name default found wrong use android studio gradle,2017-02-23 06:44:38,2020-09-01 14:57:27,opencv android studio,android opencv android-studio gradle,8,6,132.0,,,CC BY-SA 3.0,5.9692089742935567e-05
47514,47514,40207011,1,41301866.0,,2016-10-23 19:35:10,,52,71936,exact error getting ubuntu opencv error unspecified error function implemented rebuild library window gtk x carbon support ubuntu debian install libgtk dev pkg config run cmake configure script cvshowimage file feedstock root build artefact work opencv module highgui src window cpp line traceback recent call last file untitled py line cv imshow image img cv error feedstock root build artefact work opencv module highgui src window cpp error function implemented rebuild library window gtk x carbon support ubuntu debian install libgtk dev pkg config run cmake configure script function cvshowimage code import numpy np import cv load color image grayscale img cv imread png cv imshow image img cv waitkey cv destroyallwindows png image directory program first installed anaconda python installed opencv using command conda install c conda forge opencv installed libgtk dev error said still get error help would much appreciated trying solve several hour,,2020-04-20 14:03:18,opencv working properly python linux anaconda getting error cv imshow implemented,python opencv ubuntu anaconda,14,0,18.0,,,CC BY-SA 3.0,5.957507259101106e-05
6689,6689,9480013,1,10034214.0,,2012-02-28 10:12:06,,151,156584,using tesseract convert document text quality document range wildly looking tip sort image processing might improve result noticed text highly pixellated example generated fax machine especially difficult tesseract process presumably jagged edge character confound shape recognition algorithm sort image processing technique would improve accuracy using gaussian blur smooth pixellated image seen small improvement hoping specific technique would yield better result say filter wa tuned black white image would smooth irregular edge followed filter would increase contrast make character distinct general tip someone novice image processing,2016-12-20 15:09:19,2020-10-14 15:02:19,image processing improve tesseract ocr accuracy,image-processing ocr tesseract,13,0,121.0,,,CC BY-SA 3.0,5.5821511403976234e-05
22392,22392,18561910,1,18590112.0,,2013-09-01 19:09:53,,67,127373,trying simple thing like detector cv sift get bad error detector cv sift attributeerror module object ha attribute sift understand cv installed cv version rev system ubuntu maybe someone ha got problem could help edit long story short testypypypy py import cv detector cv sift error traceback recent call last file testypypy py line detector cv sift attributeerror module object ha attribute sift take work dir cv also take cv bfmatcher get error missing add know,2018-05-15 17:32:38,2020-09-21 12:12:38,use surf sift opencv,python opencv sift surf,20,5,25.0,,,CC BY-SA 4.0,5.121453473285386e-05
15488,15488,18907131,1,18922329.0,,2013-09-20 00:32:13,,89,100245,ie longer support browser detection tag identify browser detecting ie using javascript capability testing technique detect certain prefixed style defined want ie assuming ie style supported ie well anyone help identify ie style capability could use tell two apart extra info want use user agent type detection spotty changed well think read ie intentionally trying hide fact internet explorer example ie capability testing work used jsfiddle mine basis testing also expecting lot answer bad idea one need ie claim support something badly implemented want able differentiate ie ie move capability based detection method future test coupled modernizr test simply make functionality fallback le glamorous behavior talking critical functionality also already using modernizr help need help solution clearly asked question please,2016-10-05 19:40:37,2019-09-05 16:18:13,detecting ie using cs capability feature detection,internet-explorer-11 sample feature-detection,18,8,61.0,,,CC BY-SA 3.0,4.980153335565575e-05
37304,37304,33859531,1,,,2015-11-22 20:03:46,,76,137729,code import numpy np import cv console runfile user isaiahnields spyder temp py wdir user isaiahnields spyder runtimeerror module compiled api version version numpy traceback recent call last file line file application spyder py app content resource lib python spyderlib widget externalshell sitecustomize py line runfile execfile filename namespace file application spyder py app content resource lib python spyderlib widget externalshell sitecustomize py line execfile builtins execfile filename file user isaiahnields spyder temp py line import cv file application spyder py app content resource lib python cv py line cv cv import importerror numpy core multiarray failed import system info x el capitan macbook air ghz intel core gb hmz ddr already attempted updating numpy add cv py python folder spyder py something else need add,2015-11-22 21:13:13,2019-01-14 05:52:00,runtimeerror module compiled api version version numpy,python python-2.7 opencv numpy,15,0,9.0,,,CC BY-SA 3.0,4.95489060189317e-05
41430,41430,36274638,1,43168882.0,,2016-03-29 03:03:12,,93,58515,computer vision object detection common evaluation method map calculated,2020-06-13 14:23:54,2020-08-19 04:38:33,map metric calculated,machine-learning computer-vision detection metrics vision,6,0,48.0,,,CC BY-SA 4.0,4.3618741671370195e-05
10198,10198,14649645,1,,,2013-02-01 15:31:12,,96,328487,wanting write php code automatically resizes image uploaded via form x px idea go relative php novice far got image uploading successfully filetypes recognised name cleaned like add resize functionality code example got test image mb x dimension like code size guessing dramatically compress filesize image far got following file put file property variable file name file profile image name file size file profile image size file tmp name file profile image tmp name determine filetype switch file profile image type case image jpeg ext jpg break case image png ext png break default ext break ext check filesize file size process file clean filename move safe location n file name n ereg replace za z n n strtolower n n avatar n move uploaded file file tmp name n else bad message please ensure chosen file le mb else bad message please ensure image filetype jpg png query insert user image value n mysql query query die insert failed mysql error query,2017-10-10 08:43:44,2020-07-26 02:33:41,resize image php,php image-processing image-resizing image-upload,13,2,42.0,,,CC BY-SA 3.0,4.168987858511327e-05
29343,29343,29317262,1,29317298.0,,2015-03-28 12:40:37,,51,104405,trying save video working followed instruction opencv documentation import numpy np import cv cap cv videocapture fourcc cv videowriter fourcc xvid cv videowriter output avi fourcc cap isopened ret frame cap read ret true frame cv flip frame write frame cv imshow frame frame cv waitkey xff ord q break else break cap release release cv destroyallwindows wrong,2015-03-28 14:16:13,2020-08-19 21:58:40,opencv video saving python,python opencv,14,1,12.0,,,CC BY-SA 3.0,4.078406195991994e-05
43063,43063,37131278,1,40776982.0,,2016-05-10 06:54:56,,50,70515,make blur effect react native like background image want switch effect blur none none mean blur effect,2016-05-10 07:56:21,2020-07-31 01:10:59,make blur effect react native,image image-processing react-native blur,10,0,10.0,,,CC BY-SA 3.0,4.066208678492363e-05
26065,26065,27953069,1,,,2015-01-14 21:48:49,,43,148464,trying make face tracker combine haar cascade classification lucas kanade good feature detection however keep getting error figure mean solve anyone help error line cv imshow frame img error build buildd opencv dfsg module highgui src window cpp error size width size height function imshow code matplotlib import pyplot plt import numpy np import cv face classifier cv cascadeclassifier haarcascades haarcascade frontalface default xml cap cv videocapture params shitomasi corner detection feature params dict maxcorners qualitylevel mindistance blocksize parameter lucas kanade optical flow lk params dict winsize maxlevel criterion cv term criterion eps cv term criterion count create random color color np random randint take first frame find corner ret old frame cap read cv imshow old frame old frame cv waitkey old gray cv cvtcolor old frame cv color bgr gray restart true restart true face face classifier detectmultiscale old gray len face print empty x w h face focused face old frame h x x w cv imshow old frame old frame face gray cv cvtcolor old frame cv color bgr gray gray cv cvtcolor focused face cv color bgr gray corner cv goodfeaturestotrack gray mask none feature params corner np int corner print corner corner ix iy ravel cv circle focused face ix iy cv circle old frame x ix iy plt imshow old frame plt show create mask image drawing purpose mask np zero like old frame ret frame cap read frame gray cv cvtcolor frame cv color bgr gray calculate optical flow p st err cv calcopticalflowpyrlk old gray frame gray corner none lk params select good point good new p st good old corner st draw track print coloring time new old enumerate zip good new good old print print color b new ravel c old ravel mask cv line mask b c color tolist frame cv circle frame b color tolist break img cv add frame mask cv imshow frame img k cv waitkey xff k break update previous frame previous point old gray frame gray copy p good new reshape cv destroyallwindows cap release,2015-01-14 22:26:18,2020-07-26 01:11:38,opencv error size width size height function imshow,python image opencv computer-vision opencv3.0,16,6,4.0,,,CC BY-SA 3.0,3.7023978158068535e-05
40008,40008,35372700,1,35372748.0,,2016-02-12 21:45:00,,58,82310,trying understand xff doe hood following code snippet cv waitkey xff ord q break idea,,2020-08-02 17:24:16,xff cv waitkey,python opencv hex,8,4,18.0,,,CC BY-SA 3.0,3.5620192683074026e-05
3536,3536,10196198,1,10226971.0,,2012-04-17 17:39:18,,201,35100,wa fun project solving sudoku input image using opencv google goggles etc completed task end found little problem came programming using python api opencv read image find contour select one maximum area also somewhat equivalent square find corner point e g given notice green line correctly coincides true boundary sudoku sudoku correctly warped check next image warp image perfect square eg image perform ocr used method given simple digit recognition ocr opencv python method worked well problem check image performing step image give result red line drawn original contour true outline sudoku boundary green line drawn approximated contour outline warped image course difference green line red line top edge sudoku warping getting original boundary sudoku question warp image correct boundary sudoku e red line remove difference red line green line method opencv,2017-05-23 10:31:10,2020-04-28 13:11:57,remove convexity defect sudoku square,python opencv computer-vision sudoku,6,4,171.0,,,CC BY-SA 3.0,3.312887116664604e-05
10336,10336,12740659,1,12751657.0,,2012-10-05 06:25:00,,177,220584,trying write script download image using node j far var maxlength mb var download function uri callback http request uri response function header content length maxlength callback new error image large else indexof statuscode callback new error received invalid status code else header content type match image callback new error image else var body setencoding binary error function err callback err data function chunk body chunk end function window var path tmp math random tostring split pop f writefile path body binary function err callback err path error function err callback err end however want make robust library better chance response header lie length content type status code care bother redirects think read somewhere encoding going deprecated get work window way make script better feature similar imgur user give url download image rehost image multiple size,2012-10-05 06:56:09,2019-06-08 18:53:04,downloading image node j,image node.js image-processing download,7,0,90.0,2018-09-21 19:14:11,,CC BY-SA 3.0,3.2093432033493215e-05
35063,35063,32302180,1,,,2015-08-30 23:31:14,,35,151411,trying create bit image like import skimage import random random import randint xrow raw input enter number row present image row int xrow ycolumn raw input enter number column present image column int ycolumn x xrange row xrange column randint x imshow get error typeerror image data convert float,2020-08-10 19:51:02,2020-10-14 13:56:38,typeerror image data convert float,python image image-processing python-imaging-library,12,1,2.0,,,CC BY-SA 4.0,3.074504702875538e-05
27508,27508,28517937,1,28518106.0,,2015-02-14 17:00:00,,55,183874,installed opencv using homebrew got problem whenever run command test python c import cv runtimeerror module compiled api version version numpy traceback recent call last file line importerror numpy core multiarray failed import tried upgrade numpy confusing import numpy print numpy version run brew upgrade numpy got problem brew install u numpy warning numpy already installed uninstalled sudo pip install numpy requirement already satisfied use upgrade upgrade numpy anaconda lib python site package followed question deleted anaconda mac pip install numpy requirement already satisfied use upgrade upgrade numpy library python site package nothing changed link numpy version opencv,2019-06-16 11:20:06,2019-07-30 11:17:03,upgrade numpy,python opencv numpy homebrew anaconda,12,0,11.0,,,CC BY-SA 4.0,2.9003864529637705e-05
22509,22509,25504964,1,25510061.0,,2014-08-26 11:39:33,,74,92898,writing opencv program found script another stackoverflow question computer vision masking human hand run scripted answer get following error traceback recent call last file skinimagecontour py line contour cv findcontours skin ycrcb cv retr external cv chain approx simple valueerror many value unpack code import sys import numpy import cv im cv imread photo test jpg im ycrcb cv cvtcolor im cv color bgr ycr cb skin ycrcb mint numpy array skin ycrcb maxt numpy array skin ycrcb cv inrange im ycrcb skin ycrcb mint skin ycrcb maxt cv imwrite photo output jpg skin ycrcb second image contour cv findcontours skin ycrcb cv retr external cv chain approx simple c enumerate contour area cv contourarea c area cv drawcontours im contour cv imwrite photo output jpg im help appreciated,2017-05-23 11:33:24,2020-10-07 06:45:13,opencv python valueerror many value unpack,python opencv image-processing,7,1,13.0,,,CC BY-SA 3.0,2.7585821190435314e-05
40886,40886,36172913,1,62607343.0,,2016-03-23 08:17:53,,174,5142,trying get depth map uncalibrated method obtain fundamental matrix finding correspondent point sift using cv findfundamentalmat use cv stereorectifyuncalibrated get homography matrix image finally use cv warpperspective rectify compute disparity create good depth map value high wondering use calculate rotation matrix homography matrix got sure projective matrix case homography matrix obtained rectify part code obtainment correspondent point sift sift cv sift find keypoints descriptor sift kp de sift detectandcompute dst none kp de sift detectandcompute dst none flann parameter flann index kdtree index params dict algorithm flann index kdtree tree search params dict check flann cv flannbasedmatcher index params search params match flann knnmatch de de k good pt pt ratio test per lowe paper n enumerate match distance n distance good append pt append kp trainidx pt pt append kp queryidx pt pt np array pt pt np array pt computation fundamental matrix f mask cv findfundamentalmat pt pt cv fm lmeds obtainment rectification matrix use warpperspective transform pt pt mask ravel pt pt mask ravel pt np int pt pt np int pt p fnew pt reshape pt shape p fnew pt reshape pt shape retbool rectmat rectmat cv stereorectifyuncalibrated p fnew p fnew f dst cv warpperspective dst rectmat dst cv warpperspective dst rectmat calculation disparity stereo cv stereobm cv stereo bm basic preset ndisparities sadwindowsize disp stereo compute dst astype uint dst astype uint astype np float plt imshow disp plt colorbar plt clim plt show plt savefig gauche png plot depth using disparity focal length c stereo calibration distance camera plt imshow c disp cmap hot plt clim plt colorbar plt show rectified picture uncalibrated method rectified picture calibrated method know difference important two kind picture calibrated method seem aligned disparity map using uncalibrated method depth calculated c disp value high edit later tried mount reconstruction matrix devernay garcia homography matrix obtained stereorectifyuncalibrated result still good correctly np arange x np arange xx field yy field np meshgrid x mount x disparity array stock np concatenate np expand dims xx field np expand dims yy field axis xy disp np concatenate stock np expand dims disp axis xy disp reshape xy disp reshape xy disp shape xy disp shape np hstack np zero use translation obtained rectified calibration correct establish projective matrix homography matrix p np dot rectmat c p np vstack np hstack p np zero np zero p p np dot c np hstack np identity np zero p np dot np dot rectmat c p np vstack p np zero p lambda cv norm p cv norm p define reconstruction matrix q np zero q p q p q lambda p p q p calculation get coordinate test range xy disp reshape shape np dot inv q np expand dims np concatenate xy disp reshape np one axis axis test append test np asarray test xyz test reshape xy disp shape xy disp shape,2020-06-29 06:54:39,2020-06-29 06:54:39,opencv depth map uncalibrated stereo system,python opencv stereo-3d disparity-mapping,2,5,22.0,,,CC BY-SA 4.0,2.685847839383209e-05
774,774,14800730,1,,,2013-02-10 17:53:15,,78,109079,problem running tesseract ocr engine linux downloaded ru language data put tessdata directory usr local share tessdata trying run tesseract command tesseract blob jpg l ru display error error opening data file usr local share tessdata eng traineddata please make sure tessdata prefix environment variable set parent directory tessdata directory failed loading language eng tesseract load language could initialize tesseract according compiling guide used export tessdata prefix usr local share point tessdata directory maybe edit config file tesseract try load eng data file instead ru screenshot http stack imgur com guc png,2013-02-10 17:56:43,2020-06-20 23:53:34,tesseract running error,ocr tesseract,10,0,20.0,,,CC BY-SA 3.0,2.6672948748290516e-05
13011,13011,17767557,1,17778470.0,,2013-07-20 23:05:07,,67,102158,want use android studio develop app using gradle build tool insert opencv repo library build gradle gradle file like buildscript repository mavencentral dependency classpath com android tool build gradle apply plugin android repository mavencentral dependency compile com android support support v android compilesdkversion buildtoolsversion defaultconfig minsdkversion targetsdkversion add opencv project,2019-04-10 15:24:43,2019-11-11 15:03:42,use opencv using gradle,android opencv gradle android-gradle-plugin,12,0,63.0,,,CC BY-SA 4.0,2.6534545534412207e-05
5932,5932,9413216,1,9620295.0,,2012-02-23 12:37:22,,392,224039,trying implement digit recognition ocr opencv python cv learning purpose would like learn knearest svm feature opencv sample e image digit would like train sample letter recog py come opencv sample still figure use understand sample response etc also load txt file first understand first later searching little bit could find letter recognition data cpp sample used made code cv knearest model letter recog py testing import numpy np import cv fn letter recognition data np loadtxt fn np float delimiter converter lambda ch ord ch ord sample response model cv knearest retval model train sample response retval result neigh resp dists model find nearest sample k print result ravel gave array size understand question letter recognition data file build file data set doe result reval denote write simple digit recognition tool using letter recognition data file either knearest svm,2018-01-24 08:16:31,2018-12-18 21:29:29,simple digit recognition ocr opencv python,python opencv numpy computer-vision ocr,3,0,379.0,,,CC BY-SA 3.0,2.5975018798609585e-05
39355,39355,35180764,1,35183247.0,,2016-02-03 15:14:17,,48,113993,image screen x therefore image need resized display using python opencv according opencv documentation need show image bigger screen resolution need call namedwindow window normal imshow image fitted screen portion shown big also tried cv resizewindow make difference import cv cv namedwindow output cv window normal create window freedom dimension cv resizewindow output resize window specified dimension im cv imread earth jpg read image cv imshow output im show image cv waitkey display image infinitely keypress,2020-02-24 22:34:26,2020-09-16 07:04:20,opencv python image big display,python image opencv image-processing imshow,6,5,10.0,,,CC BY-SA 3.0,2.5396345059509464e-05
42931,42931,37039224,1,,,2016-05-04 22:36:39,,30,79266,line sift cv xfeatures sift create return error traceback recent call last file c python opencvskrypty gui solution py line sift cv xfeatures sift create attributeerror module object ha attribute xfeatures read something error appears opencv version quite weird version check dir cv got xfeatures module doe anyone know download separately thanks help fix,2016-05-04 22:46:09,2020-05-13 07:07:12,attributeerror module object ha attribute xfeatures python opencv,python opencv,10,0,4.0,,,CC BY-SA 3.0,2.5223851122519728e-05
34603,34603,31996367,1,32032784.0,,2015-08-13 19:00:21,,29,102477,using opencv python process large rgb image trying resize using following code import cv image cv resize img fx fy interpolation cv inter area error message coming cv error c opencv source module imgproc src imgwarp cpp error ssize area function cv resize certain image content image array save small tile jpg format try resize small part image problem end correctly resized image taking rather big chunk still work work chunk wondering could cause problem solve thanks,2015-08-13 19:10:34,2020-06-11 10:52:28,opencv resize fails large image error ssize area function cv resize,image opencv python-3.x image-processing opencv3.0,13,4,3.0,,,CC BY-SA 3.0,2.5124672280313936e-05
