,Unnamed: 0,Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,HotScore
7579,7579,34870614,1,34877590.0,,2016-01-19 07:14:40,,161,68344,tf nn embedding lookup params id partition strategy mod name none understand duty function like lookup table mean return parameter corresponding id id instance skip gram model use tf nn embedding lookup embeddings train input find correspond embedding,2018-07-13 12:19:33,2018-08-05 11:52:02,doe tf nn embedding lookup function,python tensorflow deep-learning word-embedding natural-language-processing,8,1,60.0,,,CC BY-SA 3.0,5.1850114092178725e-05
21909,21909,56927602,1,56949134.0,,2019-07-08 02:08:36,,12,8631,using spacy google colab build ner model downloaded spacy en core web lg model using import spacy cli spacy cli download en core web lg get message saying download installation successful load model via spacy load en core web lg however try load model nlp spacy load en core web lg following error printed oserror e find model en core web lg seem shortcut link python package valid path data directory could anyone help problem,2019-11-22 13:40:50,2020-08-03 19:15:36,unable load spacy model en core web lg google colab,python nlp google-colaboratory spacy,4,0,5.0,,,CC BY-SA 4.0,4.711224696097171e-05
9556,9556,38916452,1,39142816.0,,2016-08-12 11:04:22,,45,36330,get following error trying install punkt nltk nltk download punkt nltk data error loading punkt false,,2020-07-07 10:01:36,nltk download ssl certificate verify failed,ssl-certificate nltk,12,0,12.0,,,CC BY-SA 3.0,4.5801011852567116e-05
25369,25369,60492839,1,60493083.0,,2020-03-02 16:20:07,,11,3518,using huggingface transformer package access pretrained model use case need functionality english arabic using bert base multilingual cased pretrained model need able compare similarity sentence using something cosine similarity use first need get embedding vector sentence compute cosine similarity firstly best way extratc semantic embedding bert model would taking last hidden state model fed sentence suffice import torch transformer import bertmodel berttokenizer model class bertmodel tokenizer class berttokenizer pretrained weight bert base multilingual cased tokenizer tokenizer class pretrained pretrained weight model model class pretrained pretrained weight sentence test sentence input id torch tensor tokenizer encode sentence add special token true torch grad output tuple model input id last hidden state output tuple print last hidden state size last hidden state secondly sufficient way get embeddings sentence another problem embedding vector different length depending length original sentence shape output n vocab size value order compute two vector cosine similarity need length could something naive first summing across axis still work option,2020-03-02 16:25:55,2020-03-03 09:31:58,compare sentence similarity using embeddings bert,python vector nlp cosine-similarity huggingface-transformers,2,0,5.0,,,CC BY-SA 4.0,4.444430359993805e-05
24776,24776,59956670,1,59959188.0,,2020-01-28 20:39:24,,25,7694,panda dataframe one column bunch string certain travel detail goal parse string extract city origin destination city would like ultimately two new column titled origin destination data df col new york venice italy usd return flight brussels bangkok etihad los angeles guadalajara mexico usd fly australia new zealand paris return including checked bag result origin new york usa destination venice italy origin brussels bel destination bangkok thailand origin los angeles usa destination guadalajara mexico origin paris france destination australia new zealand complicated case given two country thus far tried variety nltk method ha gotten closest using nltk po tag method tag word string result list tuples word associated tag example fly nnp australia nnp cc new nnp zealand nnp paris nnp nnp return nn including vbg cd checked vbd bag nns stuck stage unsure best implement anyone point right direction please thanks,2020-01-28 20:46:16,2020-03-02 21:48:24,parsing city origin destination city string,python regex pandas nlp nltk,1,1,20.0,,,CC BY-SA 4.0,4.416630854334468e-05
251,251,13883277,1,,,2012-12-14 17:12:20,,90,94000,possible use stanford parser nltk talking stanford po,2015-12-06 05:28:44,2019-09-03 08:04:07,stanford parser nltk,python parsing nlp nltk stanford-nlp,18,4,77.0,,,CC BY-SA 3.0,4.397807927196635e-05
1407,1407,15547409,1,,,2013-03-21 12:22:07,,127,180166,starting use nltk quite understand get list word text use nltk word tokenize get list word punctuation need word instead get rid punctuation also work multiple sentence dot added last word,2013-03-21 12:45:57,2020-01-26 08:18:46,get rid punctuation using nltk tokenizer,python nlp tokenize nltk,11,8,35.0,,,CC BY-SA 3.0,4.3090613806328995e-05
17223,17223,50747947,1,,,2018-06-07 18:29:18,,39,47583,checked pytorch tutorial question similar one stackoverflow get confused doe embedding pytorch embedding make similar word closer need give sentence lookup table need code model,2019-08-29 16:34:17,2020-08-29 13:44:55,embedding pytorch,pytorch word-embedding,4,0,14.0,,,CC BY-SA 4.0,4.297356986464917e-05
10917,10917,41610543,1,,,2017-01-12 10:19:22,,47,76773,trying import nltk package python import nltk stopwords nltk corpus stopwords word english print stopwords running give following error lookuperror resource corpus stopwords found please use nltk downloader obtain resource nltk download therefore open python termin following import nltk nltk download give showing info http raw githubusercontent com nltk nltk data gh page index xml however doe seem stop running still give error thought go wrong,,2020-09-13 07:58:26,corpus stopwords found import nltk library,python nltk,8,0,4.0,,,CC BY-SA 3.0,4.27127302480732e-05
8580,8580,36952763,1,36956440.0,,2016-04-30 08:45:50,,48,93639,using anaconda python window training language model using kera exmaple print build model model sequential model add gru return sequence true input shape maxlen len char model add dropout model add gru return sequence false model add dropout model add dense len char model add activation softmax model compile loss categorical crossentropy optimizer rmsprop def sample temperature helper function sample index probability array np log temperature np exp np sum np exp return np argmax np random multinomial train model output generated text iteration iteration range print print print iteration iteration model fit x batch size nb epoch start index random randint len text maxlen diversity print print diversity diversity generated sentence text start index start index maxlen generated sentence print generating seed sentence sys stdout write generated range x np zero maxlen len char char enumerate sentence x char index char preds model predict x verbose next index sample preds diversity next char index char next index generated next char sentence sentence next char sys stdout write next char sys stdout flush print according kera documentation model fit method return history callback ha history attribute containing list successive loss metric hist model fit x validation split print hist history training model run print model history get error attributeerror sequential object ha attribute history return model history training model code update issue wa following first defined kera callback import history history history callback option called model fit x train train nb epoch batch size callback history print print history history return even though ran iteration,2017-03-10 15:21:49,2020-10-17 15:23:03,return history validation loss kera,python neural-network nlp deep-learning keras,10,2,12.0,,,CC BY-SA 3.0,4.197199211712986e-05
13947,13947,46168600,1,,,2017-09-12 05:33:26,,28,52732,trying import gensim following code import gensim model gensim model word vec load word vec format model googlenews vector negative bin binary true got following error importerror traceback recent call last import gensim model gensim model word vec load word vec format model googlenews vector negative bin binary true importerror module named gensim installed gensim python use genssim word vec,,2020-07-22 22:03:11,gensim error module named gensim,python linux gensim word2vec,10,2,1.0,,,CC BY-SA 3.0,4.1919827448630504e-05
11634,11634,42821330,1,44891281.0,,2017-03-15 21:49:19,,35,11035,restore original text kera imdb dataset want restore imdb original text kera imdb dataset first load kera imdb dataset returned sequence word index x train train x test test imdb load data x train found imdb get word index method return word index dictionary like create make converting create index word dictionary word index imdb get word index index word v k k v word index item tried restore original text like following join index word get w w x train effort still usually make finished sucking ended cbc though something know novel female slowly lot freshened connect script end deceptively good english know sentence something strange happened restore original text,2017-07-12 08:30:30,2020-10-09 02:36:06,restore original text kera imdb dataset,python machine-learning neural-network nlp keras,9,0,6.0,,,CC BY-SA 3.0,3.930853484120595e-05
16427,16427,49710537,1,49802495.0,,2018-04-07 18:21:06,,37,26061,want load pre trained word vec embedding gensim pytorch embedding layer question get embedding weight loaded gensim pytorch embedding layer thanks advance,2018-08-10 12:26:52,2020-04-03 08:18:38,pytorch gensim load pre trained word embeddings,python neural-network pytorch gensim embedding,6,0,14.0,,,CC BY-SA 3.0,3.9305197077382676e-05
1135,1135,15388831,1,15389153.0,,2013-03-13 14:59:09,,143,93742,find list possible po tag used natural language toolkit nltk,,2020-07-26 00:17:06,possible po tag nltk,python nltk,8,0,63.0,,,CC BY-SA 3.0,3.8961603929642456e-05
4333,4333,28501072,1,28501150.0,,2015-02-13 13:46:40,,104,192247,shell script checking whether package installed installed install withing shell script import nltk echo nltk version stop shell script line linux terminal tried see manner nltk give nothing thought installed way verify package installation shell script installed also install,,2020-05-01 00:14:11,check version nltk scikit learn installed,python linux shell scikit-learn nltk,7,9,18.0,,,CC BY-SA 3.0,3.7544655131133585e-05
9010,9010,37793118,1,38230349.0,,2016-06-13 15:01:18,,41,53922,downloaded pretrained glove vector file internet txt file unable load access easy load access word vector binary file using gensim know text file format thanks advance,,2020-07-03 05:05:04,load pretrained glove vector python,python-2.7 vector nlp,10,0,28.0,,,CC BY-SA 3.0,3.45701095818786e-05
5080,5080,29760935,1,,,2015-04-21 00:46:52,,75,60711,generated vector list token large document using word vec given sentence possible get vector sentence vector token sentence,,2019-12-09 15:37:08,get vector sentence word vec token sentence,word2vec,9,0,55.0,,,CC BY-SA 3.0,3.3002327293183156e-05
18116,18116,51956000,1,51956230.0,,2018-08-21 20:08:48,,69,43736,occasion circumstance require u following kera preprocessing text import tokenizer tokenizer tokenizer num word max invariably chant mantra tokenizer fit text text sequence tokenizer text sequence text le understand total effect figure one doe separately regardless much research including obviously documentation think ever seen one without doe circumstance would use either one without simply combined something like sequence tokenizer fit text sequence text apology missing something obvious pretty new,2018-12-25 11:38:07,2019-06-22 11:09:42,doe kera tokenizer method exactly,python keras nlp,3,1,23.0,,,CC BY-SA 4.0,3.150686172923832e-05
8443,8443,36610179,1,36612605.0,,2016-04-13 21:47:55,,52,31549,trying find get dependency tree spacy find anything get tree navigate tree,2018-05-14 15:16:47,2020-09-14 08:31:40,get dependency tree spacy,python spacy,7,0,23.0,,,CC BY-SA 4.0,3.14445095672212e-05
1262,1262,9647202,1,20007730.0,,2012-03-10 14:27:49,,59,48206,currently looking way replace word like first second third appropriate ordinal number representation st nd rd googling last week find useful standard tool function nltk write regular expression manually thanks advice,,2020-09-23 20:32:52,ordinal number replacement,python nlp nltk ordinals,18,1,17.0,,,CC BY-SA 3.0,3.107027875605869e-05
12094,12094,43396572,1,43399308.0,,2017-04-13 15:44:02,,61,47817,tried build cnn one layer problem indeed compilator say valueerror error checking model input expected conv input dimension got array shape code import numpy kera model import sequential kera layer convolutional import conv numpy random seed datasettraining numpy loadtxt canceradapter csv delimiter x datasettraining datasettraining datasettesting numpy loadtxt cancereevaluation csv delimiter x test datasettraining test datasettraining model sequential model add conv activation relu input shape x shape model compile loss binary crossentropy optimizer adam metric accuracy model fit x epoch batch size score model evaluate x test test print n f model metric name score,,2020-01-05 19:06:42,dimension shape conv,python keras text-classification keras-layer,5,0,29.0,,,CC BY-SA 3.0,3.060417309938013e-05
12381,12381,43727583,1,43727749.0,,2017-05-01 22:47:19,,66,216118,read multiple post regarding error still figure try loop function def fix plan location letter sub za z search non letter replace non letter space location column row search word letter lower split stop set stopwords word english meaningful word w w word w stop return join meaningful word col plan fix plan train plan num response train plan size clean plan response range num response clean plan response append fix plan train plan error traceback recent call last file c user xxxxx pycharmprojects tronc tronc py line clean plan response append fix plan train plan file c user xxxxx pycharmprojects tronc tronc py line fix plan location column row search file c user xxxxx appdata local program python python lib py line sub return compile pattern flag sub repl string count typeerror expected string byte like object,2018-12-29 08:38:01,2020-07-27 16:17:09,sub erroring expected string byte like object,python regex pandas nltk,3,10,8.0,,,CC BY-SA 4.0,2.937599006356285e-05
6053,6053,31421413,1,31575870.0,,2015-07-15 04:17:36,,115,172058,working sentiment analysis problem data look like label instance data unbalanced since labeled classification im using scikit svc problem know balance data right way order compute accurately precision recall accuracy f score multiclass case tried following approach first wclf svc kernel linear c class weight wclf fit x weighted prediction wclf predict x test print accuracy accuracy score test weighted prediction print f score f score test weighted prediction average weighted print recall recall score test weighted prediction average weighted print precision precision score test weighted prediction average weighted print n clasification report n classification report test weighted prediction print n confussion matrix n confusion matrix test weighted prediction second auto wclf svc kernel linear c class weight auto auto wclf fit x auto weighted prediction auto wclf predict x test print accuracy accuracy score test auto weighted prediction print f score f score test auto weighted prediction average weighted print recall recall score test auto weighted prediction average weighted print precision precision score test auto weighted prediction average weighted print n clasification report n classification report test auto weighted prediction print n confussion matrix n confusion matrix test auto weighted prediction third clf svc kernel linear c clf fit x prediction clf predict x test sklearn metric import precision score recall score confusion matrix classification report accuracy score f score print accuracy accuracy score test prediction print f score f score test prediction print recall recall score test prediction print precision precision score test prediction print n clasification report n classification report test prediction print n confussion matrix n confusion matrix test prediction f score usr local lib python site package sklearn metric classification py deprecationwarning default weighted averaging deprecated version use precision recall f score multiclass multilabel data po label none result exception please set explicit value average one none micro macro weighted sample cross validation use instance scoring f weighted instead scoring f sample weight sample weight usr local lib python site package sklearn metric classification py deprecationwarning default weighted averaging deprecated version use precision recall f score multiclass multilabel data po label none result exception please set explicit value average one none micro macro weighted sample cross validation use instance scoring f weighted instead scoring f sample weight sample weight usr local lib python site package sklearn metric classification py deprecationwarning default weighted averaging deprecated version use precision recall f score multiclass multilabel data po label none result exception please set explicit value average one none micro macro weighted sample cross validation use instance scoring f weighted instead scoring f sample weight sample weight however im getting warning like usr local lib python site package sklearn metric classification py deprecationwarning default weighted averaging deprecated version use precision recall f score multiclass multilabel data po label none result exception please set explicit value average one none micro macro weighted sample cross validation use instance scoring f weighted instead scoring f deal correctly unbalanced data order compute right way classifier metric,2017-03-15 20:59:13,2020-06-04 12:27:50,compute precision recall accuracy f score multiclass case scikit learn,python machine-learning nlp artificial-intelligence scikit-learn,4,2,61.0,,,CC BY-SA 3.0,2.8945081642900805e-05
12179,12179,43459437,1,43758076.0,,2017-04-17 20:56:05,,22,20337,running import spacy nlp spacy load en following printed warning model found en loading en tokenizer site package spacy data empty exception init file filepaths pointing single installation python help appreciated resolving thanks,2017-08-01 17:17:20,2020-06-19 08:42:51,spacy link error,python models spacy,10,1,4.0,,,CC BY-SA 3.0,2.7886104415405725e-05
10721,10721,41170726,1,41172279.0,,2016-12-15 18:11:49,,44,45453,best way add remove stop word spacy using token stop function would like make custom change set wa looking documentation could find anything regarding stop word thanks,2020-05-20 16:55:48,2020-05-20 16:56:12,add remove custom stop word spacy,python nlp stop-words spacy,6,1,21.0,,,CC BY-SA 4.0,2.7871636080877617e-05
1944,1944,22211525,1,,,2014-03-05 23:19:31,,51,125189,updated answer nltk work well uninstalled installed work installed nltk tried download nltk data wa follow instrution site http www nltk org data html downloaded nltk installed tried run following code import nltk nltk download gave error message like traceback recent call last file line nltk download attributeerror module object ha attribute download directory c python lib site package tried nltk download nltk downloader gave error message used help nltk pull package show following info name nltk package content align app package book ccg package chat package chunk package classify package cluster package collocation corpus package data decorator downloader draw package example package featstruct grammar help inference package internals lazyimport metric package misc package model package parse package probability sem package sourcedstring stem package tag package test package text tokenize package toolbox tree treetransforms util yamltags file c python lib site package nltk see downloader sure doe work python system window vista,2014-03-06 22:12:15,2019-09-03 01:04:06,download nltk data,python nltk,15,7,11.0,,,CC BY-SA 3.0,2.7602263773891744e-05
20445,20445,55103162,1,,,2019-03-11 13:41:05,,13,14048,wa trying install python spacy download en vector web lg wa throwing error could install package due environmenterror errno space left device may know creating error saying enogh space directory install,,2020-06-15 12:45:35,could install package due environmenterror errno space left device,python spacy,2,1,2.0,,,CC BY-SA 4.0,2.7191859428596466e-05
20673,20673,55382596,1,55416944.0,,2019-03-27 16:52:34,,32,9129,seen nlp model bert utilize wordpiece tokenization wordpiece split token like ing mentioned cover wider spectrum vocabulary oov word someone please help explain wordpiece tokenization actually done handle effectively help rare oov word,,2020-04-03 11:50:17,wordpiece tokenization helpful effectively deal rare word problem nlp,nlp word-embedding,1,0,10.0,,,CC BY-SA 4.0,2.475758802878529e-05
22783,22783,57984502,1,,,2019-09-18 03:05:58,,13,2953,want analyse text google compute server google cloud platform gcp using word vec model however un compressed word vec model http mccormickml com google pretrained word vec model python gb take time download manually upload cloud instance way access pre trained word vec model google compute server without uploading,2019-09-18 10:06:45,2019-10-16 09:10:58,access use google pre trained word vec model without manually downloading model,python google-cloud-platform nlp google-compute-engine word2vec,3,3,1.0,,,CC BY-SA 4.0,2.4335163065684792e-05
8021,8021,35861482,1,35862172.0,,2016-03-08 07:29:33,,33,74258,running python script using nltk got traceback recent call last file cpicklesave py line po nltk po tag word file usr lib python site package nltk tag init py line po tag tagger perceptrontagger file usr lib python site package nltk tag perceptron py line init ap model loc str find tagger averaged perceptron tagger pickle file usr lib python site package nltk data py line find raise lookuperror resource found lookuperror resource u tagger averaged perceptron tagger averaged perceptro n tagger pickle found please use nltk downloader obtain resource nltk download searched root nltk data usr share nltk data usr local share nltk data usr lib nltk data usr local lib nltk data anyone explain problem,2016-03-08 13:37:37,2020-09-09 15:59:13,nltk lookup error,python python-2.7 nltk,8,0,8.0,,,CC BY-SA 3.0,2.414190270176173e-05
